# 04bb9079
Energy: Lightning
2 A1 097
2 A1 098
1 A1 102
2 A1 104
1 A1 105
1 A1 106
1 A1 225
1 A1a 061
1 A2 053
1 A2 146
1 A2 148
1 A2 154
1 P-A 002
2 P-A 005
2 P-A 007

# 05936ff9
Energy: Lightning
2 A1 097
2 A1 098
2 A1 104
2 A1 225
2 A2 053
2 A2 146
2 A2 154
2 P-A 002
2 P-A 005
2 P-A 007

# 08ff150f
Energy: Lightning
2 A1 097
2 A1 098
2 A1 104
1 A1 225
2 A2 053
1 A2 146
1 A2 148
1 A2 150
2 A2 154
2 P-A 002
2 P-A 005
2 P-A 007

# 185b8c04
Energy: Lightning
2 A1 097
2 A1 098
2 A1 104
1 A1 225
2 A2 053
2 A2 147
1 A2 150
2 A2 154
2 P-A 002
2 P-A 005
2 P-A 007

# 1c8077d4
Energy: Lightning
2 A1 097
2 A1 098
2 A1 104
2 A2 053
1 A2 146
2 A2 147
1 A2 150
2 A2 154
1 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007

# 210d56a1
Energy: Lightning
1 A1 097
2 A1 098
2 A1 104
1 A1 223
1 A1 225
2 A2 053
1 A2 146
2 A2 148
1 A2 150
1 A2 154
1 A2 155
1 P-A 002
2 P-A 005
2 P-A 007

# 23aec641
Energy: Lightning
2 A1 097
2 A1 098
2 A1 104
1 A1 225
2 A2 053
2 A2 147
1 A2 150
2 A2 154
1 A2 155
1 P-A 001
2 P-A 005
2 P-A 007

# 29c5d990
Energy: Lightning
2 A1 097
2 A1 098
2 A1 104
1 A1 225
2 A2 053
1 A2 150
2 A2 154
2 A2a 027
2 A2a 028
2 P-A 005
2 P-A 007

# 2c890298
Energy: Lightning
1 A1 096
2 A1 097
2 A1 098
2 A1 104
1 A1 225
2 A2 053
2 A2 146
1 A2 148
1 A2 150
1 A2 155
1 P-A 002
2 P-A 005
2 P-A 007

# 2e7d529b
Energy: Lightning
2 A1 097
2 A1 098
2 A1 104
1 A1 223
1 A1 225
2 A1a 027
2 A2 053
1 A2 147
1 A2 150
1 A2 154
1 P-A 002
2 P-A 005
2 P-A 007

# 3302c8cc
Energy: Lightning
1 A1 097
1 A1 098
2 A1 104
1 A1 223
2 A1 225
1 A2 053
1 A2 146
1 A2 147
1 A2 148
1 A2 150
1 A2 154
1 A2 155
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 3708122e
Energy: Lightning
