# 25002f92
Energy: Grass
2 A1 021
2 A1 022
1 A1 219
2 A3 018
1 A3 019
2 A3 020
2 A3 144
1 A3 147
2 A3 154
2 P-A 005
1 P-A 006
2 P-A 007

# 2612920c
Energy: Grass
2 A1 021
2 A1 022
1 A1 225
2 A1a 068
1 A2b 070
2 A3 018
1 A3 019
2 A3 020
2 A3 147
1 A3 151
2 P-A 005
2 P-A 007

# 78328dc1
Energy: Grass
2 A1 021
2 A1 022
2 A1 219
1 A1 225
2 A3 018
1 A3 019
2 A3 020
2 A3 144
2 A3 147
2 P-A 005
2 P-A 007

# f2f45f9b
Energy: Grass
2 A1 021
2 A1 022
2 A1 219
1 A2 146
2 A3 018
1 A3 019
2 A3 020
2 A3 144
2 A3 147
2 P-A 005
2 P-A 007
