# 207517df
Energy: Darkness
2 A1 098
1 A1 223
1 A1a 068
2 A2 051
1 A2 053
2 A2 096
2 A2 097
1 A2 098
1 A2 099
1 A2 110
1 A2 146
1 A2 147
1 A2 150
2 P-A 005
1 P-A 007

# 40548ba5
Energy: Darkness
2 A1 097
2 A1 098
1 A1a 056
1 A1a 068
2 A2 053
1 A2 098
1 A2 099
1 A2 110
1 A2 146
1 A2 147
1 A2 150
2 A2 154
2 P-A 005
2 P-A 007

# 661d3264
Energy: Darkness
2 A1 098
1 A1a 056
1 A1a 068
2 A2 051
2 A2 053
1 A2 098
1 A2 099
1 A2 110
2 A2 147
1 A2 148
1 A2 150
1 A2 154
2 P-A 005
2 P-A 007

# 98ec6a76
Energy: Darkness
2 A1 098
1 A1 203
1 A1 225
1 A1a 068
2 A2 051
2 A2 053
1 A2 098
1 A2 099
1 A2 110
1 A2 146
1 A2 147
1 A2 148
1 A2 150
2 P-A 005
2 P-A 007

# 9e746887
Energy: Darkness
2 A1 098
1 A1a 068
2 A2 051
2 A2 053
1 A2 098
1 A2 099
1 A2 110
1 A2 146
1 A2 147
1 A2 150
1 A2 154
1 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007

# b436bdb3
Energy: Darkness
1 A1 097
2 A1 098
1 A1 223
2 A1a 068
1 A2 051
2 A2 053
1 A2 098
1 A2 099
1 A2 104
1 A2 110
1 A2 147
1 A2 150
1 A2 154
2 P-A 005
2 P-A 007
