# 08c3a036
Energy: Water
2 A1 098
1 A1 206
1 A1 220
1 A1a 061
2 A2 051
2 A2 053
1 A2 147
1 A2 150
1 A2 154
2 A2a 022
1 A2a 072
2 P-A 005
1 P-A 006
2 P-A 007

# 0d5cdab7
Energy: Water
2 A1 098
2 A2 051
1 A2 053
2 A2 146
2 A2 147
1 A2 150
1 A2 154
2 A2a 022
1 A2a 072
2 P-A 005
2 P-A 007
2 P-A 030

# 15c9dd13
Energy: Water
2 A1 098
1 A1 206
2 A1 225
1 A1a 061
2 A2 051
2 A2 053
2 A2 150
2 A2a 022
1 A2a 072
2 P-A 005
1 P-A 006
2 P-A 007

# 6d237dc0
Energy: Water
2 A1 098
2 A1 206
2 A2 051
1 A2 053
1 A2 146
1 A2 147
1 A2 148
1 A2 150
1 A2 154
2 A2a 022
2 A2a 072
2 P-A 005
2 P-A 007

# 7766fd43
Energy: Water
2 A1 098
1 A1 206
2 A2 051
1 A2 053
1 A2 146
2 A2 147
1 A2 150
1 A2 154
2 A2a 022
2 A2a 072
2 P-A 005
2 P-A 007
1 P-A 030

# 88579cc6
Energy: Water
2 A1 098
2 A2 051
2 A2 053
2 A2 126
1 A2 146
1 A2 147
1 A2 148
1 A2 150
2 A2a 022
2 A2a 072
2 P-A 005
2 P-A 007
