# 06765413
Energy: Water
1 A1 220
2 A1a 019
1 A2 050
2 A4 044
1 A4a 023
2 B1 052
2 B1 184
1 B1 219
2 B1 223
2 B1 225
1 B1 226
1 B2b 069
2 P-A 002

# 133cc0e2
Energy: Water
1 A1 225
1 A1a 019
1 A2 046
2 A2 050
1 A2 155
1 A2a 072
1 A4a 067
1 B1 050
1 B1 052
2 B1 184
1 B1 223
1 B1 225
2 B1 226
1 B2 145
1 B2 153
2 P-A 007

# 56102a6e
Energy: Water
2 A1a 017
1 A1a 019
1 A2 050
1 A2 150
2 A4a 023
2 B1 052
2 B1 225
1 B1 226
1 B2 045
1 B2 147
1 B3a 056
1 B3b 068
2 P-A 005
2 P-A 007

# 5c19743c
Energy: Water
2 A1 220
1 A1 223
1 A1a 019
2 A2 050
1 A2 155
1 A2a 072
2 A4 044
2 B1 052
2 B1 184
1 B1 219
1 B1 223
2 B1 226
2 P-A 007

# 7399e795
Energy: Water
2 A1 220
1 A1a 019
2 A2 050
1 A2 146
1 A2 147
1 A2a 072
1 A3a 064
2 B1 050
2 B1 052
1 B1 184
1 B1 225
1 B1 226
1 P-A 005
1 P-A 006
2 P-A 007

# 8a64f5b0
Energy: Water
1 A1a 019
2 A2 050
2 B1 050
2 B1 052
1 B1 184
2 B1 225
2 B1 226
2 B2 150
2 P-A 002
2 P-A 005
2 P-A 007

# 8e03b411
Energy: Water
1 A1a 019
1 A2 046
2 A2 050
1 A2 155
1 A2a 072
1 B1 050
1 B1 052
2 B1 184
1 B1 223
1 B1 225
2 B1 226
1 B2 145
1 B2 147
1 B2 153
1 P-A 002
2 P-A 007

# 8eeb55c1
Energy: Water
1 A1 220
1 A1 225
1 A1a 017
2 A1a 019
1 A2 050
1 A2b 071
1 B1 052
1 B1 184
1 B1 219
2 B1 226
1 B1a 069
1 B2 150
1 B2 153
2 P-A 002
1 P-A 005
2 P-A 007

# d71cb6c5
Energy: Water
1 A1 225
1 A1a 019
2 A2 050
1 A2 150
1 A2 155
1 A2a 072
1 A4a 023
2 B1 050
2 B1 052
1 B1 184
1 B1 219
1 B1 225
2 B1 226
1 P-A 005
2 P-A 007
