# 061105db
Energy: Darkness
1 A2 150
1 A2b 070
2 A3a 043
1 A3a 069
2 B1 121
2 B1 219
1 B1 225
2 B2 145
2 B2 147
1 B2 154
1 B3 147
2 P-A 005
2 P-A 007

# 06c5cb14
Energy: Darkness
1 A1 225
1 A2 150
1 A2b 070
1 A2b 071
1 A3 151
2 A3a 043
1 A3a 069
2 B1 121
2 B1 219
1 B1 225
2 B2 145
1 B2 154
2 P-A 005
2 P-A 007

# 0a74fb5f
Energy: Darkness
1 A1 225
1 A2 150
1 A2b 070
2 A3a 043
1 A3a 069
2 B1 121
2 B1 219
1 B1 225
2 B2 145
2 B2 147
1 B3 147
2 P-A 005
2 P-A 007

# 19cef2d3
Energy: Darkness
1 A1 225
1 A2 150
1 A2b 070
1 A2b 072
1 A3 151
2 A3a 043
1 A3a 069
2 B1 121
2 B1 219
1 B1 225
2 B2 145
1 B2 154
2 P-A 005
2 P-A 007

# 1da6041d
Energy: Darkness
1 A1 225
2 A2b 070
1 A3 142
2 A3a 043
1 A3a 064
1 A3a 069
2 B1 121
2 B1 219
1 B1 225
2 B2 147
1 B2 154
2 P-A 005
2 P-A 007

# 1f7ac868
Energy: Darkness
1 A2 150
1 A2b 070
1 A2b 071
2 A3a 043
1 A3a 069
1 A4 156
2 B1 121
2 B1 219
2 B2 145
2 B2 147
1 B2 154
2 P-A 005
2 P-A 007

# 2252ae1c
Energy: Darkness
1 A1 225
1 A2 150
2 A2b 070
2 A3a 043
1 A3a 069
2 B1 121
2 B1 219
2 B1 225
1 B2 145
1 B2 147
1 B3b 064
2 P-A 005
2 P-A 007

# 228d5951
Energy: Darkness
1 A2 150
1 A2b 070
1 A2b 072
1 A3 151
2 A3a 043
1 A3a 069
2 B1 121
2 B1 219
1 B1 225
2 B2 145
1 B2 147
1 B2 154
2 P-A 005
2 P-A 007

# 27116bfe
Energy: Darkness
1 A2 150
2 A2b 070
2 A2b 072
2 A3a 043
1 A3a 069
2 B1 121
2 B1 219
1 B1 225
1 B2 154
2 B3b 064
2 P-A 005
2 P-A 007

# 29508233
Energy: Darkness
1 A2 150
2 A2b 070
2 A3a 043
1 A3a 069
1 A4 156
2 B1 121
1 B1 219
1 B1 225
2 B2 145
2 B2 147
1 B2 154
2 P-A 005
2 P-A 007

# 2af23a69
Energy: Darkness
1 A2 150
1 A2b 070
2 A3a 043
1 A3a 069
2 B1 121
1 B1 219
1 B1 225
2 B2 145
2 B2 147
2 B2 154
1 P-A 002
2 P-A 005
2 P-A 007

# 33fa6009
Energy: Darkness
1 A2 150
2 A2b 070
2 A3a 043
1 A3a 069
1 A4 156
2 B1 121
2 B1 219
1 B1 225
2 B2 145
1 B2 147
1 B2 154
2 P-A 005
2 P-A 007

# 35814b20
Energy: Darkness
1 A2 150
1 A2b 070
2 A3a 043
1 A3a 069
2 B1 121
2 B1 219
1 B1 225
2 B2 145
2 B2 147
1 B3 072
1 B3 073
2 P-A 005
2 P-A 007

# 35f65127
Energy: Darkness
1 A2 150
1 A2b 070
2 A3a 043
1 A3a 069
2 B1 121
2 B1 219
2 B1 225
2 B2 145
1 B2 147
1 B2 154
1 B3 147
2 P-A 005
2 P-A 007

# 3baf1acd
Energy: Darkness
1 A2b 070
1 A3 144
2 A3a 043
2 A3a 069
2 B1 121
1 B1 219
2 B1 225
1 B2 145
1 B2 154
1 B2a 007
1 B2a 008
1 B2a 009
2 P-A 005
2 P-A 007

# 41931562
Energy: Darkness
1 A1 225
1 A2 150
1 A2b 070
2 A3a 043
1 A3a 062
1 A3a 069
2 B1 121
2 B1 219
2 B1 225
2 B2 145
2 B2 147
1 B2 154
1 P-A 005
1 P-A 007

# 475b931b
Energy: Darkness
1 A2 150
1 A2b 070
2 A3a 043
2 A3a 064
1 A3a 069
2 B1 121
2 B1 219
1 B1 225
2 B2 145
2 B2 147
2 P-A 005
2 P-A 007

# 478d8e05
Energy: Darkness
1 A2 150
1 A2b 070
2 A2b 072
1 A3 151
2 A3a 043
1 A3a 069
2 B1 121
2 B1 219
1 B1 225
2 B2 145
1 B2 154
2 P-A 005
2 P-A 007

# 48d35e15
Energy: Darkness
1 A2 150
2 A2b 070
1 A3 151
2 A3a 043
1 A3a 069
1 A4 156
2 B1 121
2 B1 219
1 B1 225
2 B2 147
1 B2 154
2 P-A 005
2 P-A 007

# 4bba8401
Energy: Darkness
1 A2 104
1 A2 150
1 A2b 070
1 A3 151
2 A3a 043
1 A3a 069
2 B1 121
1 B1 219
1 B1 225
2 B2 145
1 B2 147
1 B2 154
2 P-A 005
1 P-A 006
2 P-A 007

# 4d2c9334
Energy: Darkness
1 A2 150
2 A2b 070
2 A3a 043
1 A3a 069
2 B1 121
2 B1 219
1 B1 225
2 B2 147
1 B2 154
1 B3 147
1 P-A 001
2 P-A 005
2 P-A 007

# 4ebd5e5f
Energy: Darkness
1 A2 148
1 A2 150
1 A2b 070
1 A3 151
2 A3a 043
1 A3a 069
2 B1 121
1 B1 219
1 B1 225
2 B2 145
2 B2 147
1 B2 154
2 P-A 005
2 P-A 007

# 51e2cc35
Energy: Darkness
1 A1 223
1 A2 150
1 A2b 070
2 A3a 043
1 A3a 069
2 B1 121
1 B1 219
1 B1 225
2 B2 145
2 B2 147
1 B3 072
1 B3 073
2 P-A 005
2 P-A 007

# 546b0160
Energy: Darkness
1 A2 150
1 A2b 070
2 A2b 072
2 A3a 043
1 A3a 069
2 B1 121
2 B1 219
1 B1 225
2 B2 145
1 B2 154
1 B3 147
2 P-A 005
2 P-A 007

# 600d7e4f
Energy: Darkness
1 A2 150
2 A2b 070
2 A3a 043
1 A3a 062
2 A3a 069
1 A4 156
2 B1 121
2 B1 219
1 B1 225
1 B2 145
1 B2 154
2 P-A 005
2 P-A 007

# 76ee742f
Energy: Darkness
1 A2 150
2 A2b 070
1 A3 151
2 A3a 043
1 A3a 069
2 B1 121
2 B1 219
1 B1 225
2 B2 147
1 B2 154
1 P-A 001
2 P-A 005
2 P-A 007

# 777b540f
Energy: Darkness
1 A2 150
1 A2b 070
2 A3a 043
1 A3a 062
2 A3a 069
1 B1 121
2 B1 219
1 B1 225
2 B2 145
2 B2 147
1 B2 154
2 P-A 005
2 P-A 007

# 8a3c2cd6
Energy: Darkness
1 A2 150
1 A2b 070
1 A3 151
2 A3a 043
1 A3a 069
2 B1 121
2 B1 219
1 B1 225
2 B2 145
2 B2 147
1 B2 154
2 P-A 005
2 P-A 007

# 8af18936
Energy: Darkness
1 A1 225
1 A2 150
2 A2b 070
1 A3 151
2 A3a 043
1 A3a 069
2 B1 121
2 B1 219
1 B1 225
2 B2 145
1 B2 154
2 P-A 005
2 P-A 007

# 8ed713b9
Energy: Darkness
1 A2 150
1 A2b 070
1 A3 151
2 A3a 043
1 A3a 069
2 B1 121
2 B1 219
1 B1 225
2 B2 145
1 B2 147
1 B2 154
1 B2a 091
2 P-A 005
2 P-A 007

# 91c362f0
Energy: Darkness
1 A2 150
2 A3a 043
1 A3a 062
2 A3a 069
1 A4 156
2 B1 121
1 B1 219
1 B1 225
2 B2 145
1 B2 154
2 B3a 019
1 B3a 073
1 P-A 005
