# 03075ae7
Energy: Grass
1 A1 021
1 A1 219
2 A1 225
1 A1a 002
1 A1a 003
2 A1a 004
2 A1a 005
2 A1a 006
1 A1a 068
2 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007

# 0b4cd236
Energy: Grass
1 A1 005
1 A1 006
1 A1 007
1 A1 219
1 A1 225
1 A1a 003
2 A1a 004
2 A1a 005
2 A1a 006
1 A2 146
1 A2 150
1 A3 144
1 A3 147
1 P-A 001
1 P-A 005
2 P-A 007

# 0dabde40
Energy: Grass
2 A1 219
1 A1 225
1 A1a 001
2 A1a 002
1 A1a 003
1 A1a 004
2 A1a 005
1 A1a 006
2 A2 146
2 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007

# 1038320b
Energy: Grass
2 A1 219
2 A1 225
1 A1a 003
2 A1a 004
2 A1a 005
2 A1a 006
1 A1a 009
1 A1a 068
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 10645093
Energy: Grass
2 A1 219
1 A1 225
1 A1a 001
1 A1a 002
1 A1a 003
2 A1a 004
2 A1a 005
2 A1a 006
2 A1a 068
2 P-A 002
2 P-A 005
2 P-A 007

# 10e0f3db
Energy: Grass
1 A1 005
2 A1 219
1 A1 223
2 A1 225
1 A1a 003
2 A1a 004
2 A1a 005
2 A1a 006
2 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007

# 117ea952
Energy: Grass
1 A1a 003
2 A1a 004
2 A1a 006
2 A3 144
2 A3 147
1 B1 223
2 B1 225
1 B2 017
2 B2 145
1 B2 154
1 B3 153
1 P-A 005
2 P-A 007

# 1a533cf3
Energy: Grass
2 A1 219
2 A1 225
1 A1a 003
2 A1a 005
2 A1a 006
1 A1a 009
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007
2 P-A 027

# 1f3aa365
Energy: Grass
1 A1 225
1 A1a 003
2 A1a 004
2 A1a 006
2 A3 144
2 A3 147
2 B1 223
1 B1 225
1 B2 154
2 B2a 015
1 B2b 065
1 P-A 005
2 P-A 007

# 23adbd21
Energy: Grass
2 A1 219
1 A1 225
1 A1a 003
2 A1a 004
1 A1a 005
2 A1a 006
2 A3 144
2 A3 147
1 A3a 006
2 A3a 008
2 P-A 005
2 P-A 007

# 253c37cd
Energy: Grass
2 A1 219
1 A1 223
1 A1 225
1 A1a 003
2 A1a 004
2 A1a 005
2 A1a 006
1 A1a 009
1 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 2580769f
Energy: Grass
2 A1 225
1 A1a 001
1 A1a 002
1 A1a 003
2 A1a 004
2 A1a 005
2 A1a 006
1 A1a 068
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 2ac799dd
Energy: Grass
2 A1 198
2 A1 219
1 A1 225
1 A1a 003
2 A1a 004
2 A1a 005
1 A1a 006
2 A1a 068
2 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007

# 2dbfbc95
Energy: Grass
1 A1 219
1 A1a 003
2 A1a 005
2 A1a 006
2 A3 147
2 B1a 067
1 B2 017
1 B2 145
1 B2 154
1 B2a 015
2 P-A 005
2 P-A 007
2 P-A 027

# 2e601582
Energy: Grass
1 A1 219
1 A1 223
1 A1 225
1 A1a 003
2 A1a 004
2 A1a 005
2 A1a 006
2 A1a 009
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 2e915c4f
Energy: Grass
1 A1 225
1 A1a 003
2 A1a 004
2 A1a 006
2 A3 144
2 A3 147
1 A4 156
2 B1 223
1 B1 225
1 B2 154
2 B2a 015
1 P-A 005
2 P-A 007

# 34e820e2
Energy: Grass
2 A1 219
2 A1 223
1 A1 225
1 A1a 003
2 A1a 004
2 A1a 005
2 A1a 006
2 A1a 009
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 3613a115
Energy: Grass
2 A1 029
2 A1 219
1 A1 225
1 A1a 003
2 A1a 004
2 A1a 005
2 A1a 006
1 A1a 068
1 P-A 001
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 3baef1e4
Energy: Grass
2 A1a 001
1 A1a 002
1 A1a 003
2 A1a 004
1 A1a 005
1 A1a 006
1 A1a 007
1 A1a 008
1 A1a 056
1 A1a 061
2 A1a 068
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 3c8e09b2
Energy: Grass
1 A1a 003
2 A1a 006
1 A2 150
2 A3 144
1 A3 147
1 A3a 008
2 B1 109
2 B1 225
1 B2 154
1 B3 153
1 P-A 002
1 P-A 005
2 P-A 007
2 P-A 027

# 40c9e7fd
Energy: Grass
1 A1 025
1 A1 198
1 A1 223
1 A1 225
1 A1a 001
1 A1a 002
1 A1a 003
2 A1a 004
2 A1a 005
1 A1a 006
1 A1a 009
2 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007

# 42b7da35
Energy: Grass
1 A1 025
1 A1 223
1 A1 225
1 A1a 001
1 A1a 002
1 A1a 003
2 A1a 004
2 A1a 005
2 A1a 006
1 A1a 009
2 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007

# 439dcfd2
Energy: Grass
2 A1 219
1 A1 225
1 A1a 001
1 A1a 002
1 A1a 003
2 A1a 004
2 A1a 005
2 A1a 006
1 A2 022
1 A2 147
2 P-A 001
2 P-A 005
2 P-A 007

# 4520e332
Energy: Grass
2 A1 219
2 A1 225
1 A1a 003
2 A1a 005
2 A1a 006
2 A1a 009
1 A1a 068
2 P-A 001
2 P-A 005
2 P-A 007
2 P-A 027

# 5982860c
Energy: Grass
1 A1a 001
1 A1a 002
1 A1a 003
2 A1a 004
2 A1a 005
2 A1a 006
2 A1a 068
1 A2 004
1 A2 005
1 A2 022
2 A2 146
2 A2 147
2 A2 150

# 5a1becdc
Energy: Grass
2 A1 219
1 A1a 001
2 A1a 002
1 A1a 003
2 A1a 004
2 A1a 005
2 A1a 006
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 6176fa7b
Energy: Grass
1 A1 001
1 A1 002
1 A1 003
1 A1 026
1 A1 029
1 A1 030
1 A1 031
1 A1 219
1 A1 225
1 A1a 002
1 A1a 003
1 A1a 004
2 A1a 005
1 A1a 006
1 A1a 007
1 A1a 008
1 A1a 068
2 P-A 005

# 6259fc63
Energy: Grass
2 A1 219
1 A1 223
2 A1 225
1 A1a 001
1 A1a 002
1 A1a 003
2 A1a 004
2 A1a 005
2 A1a 006
1 A1a 009
1 P-A 002
2 P-A 005
2 P-A 007

# 684ace71
Energy: Grass
1 A1 219
1 A1a 003
2 A1a 004
1 A1a 005
2 A1a 006
1 A2 150
2 A3 144
2 A3 147
1 B1 225
1 B1a 067
1 B2 017
1 B2 154
2 P-A 005
2 P-A 007

# 6b62f986
Energy: Grass
1 A1 219
1 A1 225
1 A1a 003
2 A1a 004
1 A1a 005
2 A1a 006
1 A2 150
2 A3 144
2 A3 147
1 A3 151
1 B1 225
1 B2 017
2 P-A 005
2 P-A 007

# 71b37f86
Energy: Grass
2 A1 219
1 A1 223
1 A1 225
1 A1a 003
2 A1a 005
2 A1a 006
1 A1a 009
1 A1a 068
2 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007
2 P-A 027

# 7c2f439a
Energy: Grass
2 A1 219
2 A1 225
1 A1a 001
1 A1a 002
1 A1a 003
2 A1a 004
2 A1a 005
2 A1a 006
1 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 86026def
Energy: Grass
1 A1a 003
2 A1a 004
2 A1a 006
2 A3 144
1 A3 147
1 A4 156
2 B1 223
2 B1 225
1 B2 147
1 B2 154
2 B2a 015
1 P-A 005
2 P-A 007

# 8a523a95
Energy: Grass
1 A1 225
1 A1a 003
2 A1a 004
2 A1a 006
1 A2b 070
2 A3 144
1 A3 147
1 A4 156
2 B1 223
1 B1 225
1 B2 154
1 B2a 015
1 B2a 091
1 P-A 005
2 P-A 007

# 8d5117d5
Energy: Grass
2 A1 219
1 A1a 001
1 A1a 002
1 A1a 003
2 A1a 004
2 A1a 005
2 A1a 006
2 A1a 009
2 A1a 068
1 P-A 001
2 P-A 005
2 P-A 007

# 9547506f
Energy: Grass
1 A1 219
1 A1 225
1 A1a 003
2 A1a 004
2 A1a 005
2 A1a 006
1 A1a 007
1 A1a 008
1 A1a 009
2 P-A 001
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 9d77bf7a
Energy: Grass
2 A1 219
1 A1 225
1 A1a 003
2 A1a 004
2 A1a 005
2 A1a 006
2 A2 022
2 A2 146
2 A2 147
2 P-A 005
2 P-A 007

# a132fd99
Energy: Grass
1 A1 219
1 A1 225
1 A1a 003
2 A1a 004
2 A1a 006
1 A2 150
2 A3 144
2 A3 147
2 B1 225
1 B2 017
1 B2 154
2 P-A 005
2 P-A 007

# a9958957
Energy: Grass
2 A1 219
1 A1 225
1 A1a 003
2 A1a 004
2 A1a 005
2 A1a 006
1 A2 022
2 A2 147
1 A2 150
2 P-A 001
2 P-A 005
2 P-A 007

# ac3a463f
Energy: Grass
2 A1 219
1 A1 223
1 A1 225
1 A1a 003
2 A1a 004
2 A1a 005
2 A1a 006
1 A1a 007
1 A1a 008
2 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007

# b1a28c4b
Energy: Grass
1 A1 219
1 A1a 001
1 A1a 002
1 A1a 003
1 A1a 004
1 A1a 005
2 A1a 006
1 A2 150
1 A3 144
2 A3 147
1 B1 223
1 B1 225
