# 027fe58e
Energy: Metal
1 A2 150
2 A3 144
2 A3 155
2 A4a 023
2 B1 177
2 B1 219
1 B1 225
2 B1 226
1 B3b 049
2 B3b 050
1 P-A 005
2 P-A 007

# 0c75fc1f
Energy: Metal
1 A2 150
2 A3 144
2 A3 155
2 A4a 023
2 B1 177
2 B1 219
1 B1 225
2 B1 226
1 B3b 049
2 B3b 050
1 P-A 001
2 P-A 007

# 1d9c1817
Energy: Metal
1 A2 150
2 A3 144
2 A3 155
2 A4a 023
2 B1 177
2 B1 219
2 B1 225
2 B1 226
1 B3b 049
2 B3b 050
2 P-A 007

# 301c3078
Energy: Metal, Water
1 A2 150
2 A3 144
2 A3 155
2 A4a 023
2 B1 177
2 B1 219
2 B1 225
1 B1 226
1 B2 145
1 B3b 049
2 B3b 050
1 P-A 005
1 P-A 007

# 3668df07
Energy: Metal
1 A2 150
2 A3 144
2 A3 155
2 A4a 023
2 B1 177
2 B1 219
1 B1 225
1 B1 226
1 B2 145
1 B3b 049
2 B3b 050
1 P-A 005
2 P-A 007

# 37676572
Energy: Metal
1 A2 150
2 A3 144
1 A3 155
1 A4 156
2 A4a 023
2 B1 177
1 B1 219
1 B1 225
1 B1 226
1 B3a 071
1 B3b 049
2 B3b 050
2 P-A 005
2 P-A 007

# 4656943c
Energy: Metal, Water
1 A2 150
1 A3 144
2 A3 155
2 A4a 023
2 B1 177
1 B1 219
1 B1 225
2 B1 226
1 B2 145
1 B3a 071
1 B3b 049
2 B3b 050
1 P-A 002
2 P-A 007

# 4db1c7da
Energy: Metal
1 A2 150
1 A3 142
2 A3 144
2 A3 155
2 A4a 023
2 B1 177
2 B1 219
1 B1 225
2 B1 226
1 B3b 049
2 B3b 050
2 P-A 007

# 6b8a43b3
Energy: Metal
1 A2 150
1 A2b 070
2 A3 144
1 A3 155
2 A4a 023
2 B1 177
2 B1 219
2 B1 225
2 B1 226
1 B3b 049
2 B3b 050
2 P-A 007

# 9350ea0c
Energy: Metal, Water
1 A2 150
2 A3 144
2 A3 155
2 A4a 023
2 B1 177
2 B1 219
1 B1 225
2 B1 226
1 B2 145
1 B3b 049
2 B3b 050
2 P-A 007

# 9aab0709
Energy: Metal
1 A2 150
2 A3 144
2 A3 155
2 A4a 023
2 B1 177
2 B1 219
1 B1 225
2 B1 226
1 B3b 049
2 B3b 050
1 P-A 002
2 P-A 007

# a1a9199a
Energy: Metal
1 A2 150
1 A3 144
2 A3 155
2 A4a 023
2 B1 177
2 B1 219
1 B1 225
2 B1 226
1 B2 145
1 B3b 049
2 B3b 050
1 P-A 002
2 P-A 007

# a7f8e28d
Energy: Metal
1 A2 150
2 A3 144
2 A3 155
2 A4a 023
2 B1 177
2 B1 219
1 B1 225
2 B1 226
1 B3 148
1 B3b 049
2 B3b 050
2 P-A 007

# a96cb51b
Energy: Metal
1 A2 150
2 A3 144
2 A3 155
2 A4a 023
2 B1 177
2 B1 219
1 B1 225
2 B1 226
2 B2 145
2 B3b 050
2 P-A 007

# ab064c23
Energy: Metal
1 A2 150
2 A3 144
2 A3 155
2 A4a 023
2 B1 177
2 B1 219
1 B1 225
2 B1 226
1 B3 147
1 B3b 049
2 B3b 050
2 P-A 007

# afd45ee8
Energy: Grass, Metal
1 A2 150
2 A3 144
2 A3 155
2 A4a 023
2 B1 177
2 B1 219
2 B1 225
2 B1 226
1 B3b 049
2 B3b 050
2 P-A 007

# c685e1b5
Energy: Metal
1 A1 225
1 A2 150
2 A3 144
2 A3 155
2 A4a 023
2 B1 177
2 B1 219
1 B1 225
2 B1 226
1 B3b 049
2 B3b 050
2 P-A 007

# dbbc4d6c
Energy: Metal
1 A2 150
1 A2b 070
2 A3 144
2 A3 155
2 A4a 023
2 B1 177
2 B1 219
1 B1 225
2 B1 226
1 B3b 049
2 B3b 050
2 P-A 007

# e898ddfe
Energy: Metal
2 A3 144
2 A3 155
2 A4a 023
2 B1 177
2 B1 219
2 B1 225
1 B1 226
1 B3b 049
2 B3b 050
1 P-A 001
1 P-A 005
2 P-A 007

# ee055edf
Energy: Metal
1 A2 150
2 A3 144
2 A3 155
2 A4a 023
2 B1 177
2 B1 219
2 B1 225
1 B1 226
1 B2 145
1 B3b 049
2 B3b 050
1 P-A 005
1 P-A 007

# f19fcb9d
Energy: Metal
1 A2 150
2 A3 144
2 A3 155
2 A4a 023
2 B1 177
2 B1 219
1 B1 225
2 B1 226
1 B2 145
1 B3b 049
2 B3b 050
2 P-A 007

# fc290128
Energy: Metal
1 A2 150
1 A3 144
2 A3 155
2 A4a 023
2 B1 177
1 B1 219
1 B1 225
2 B1 226
1 B2 145
1 B3a 071
1 B3b 049
2 B3b 050
1 P-A 002
2 P-A 007
