# 0f9219ca
Energy: Water
1 A2 150
1 A2a 072
1 A3 144
2 A4a 017
1 A4a 067
1 B1 219
1 B1 225
2 B2a 034
1 B2a 035
2 B2a 036
2 B2b 016
1 B2b 069
2 P-A 005
2 P-A 007

# 2781ec7e
Energy: Water
1 A2b 070
2 A3 144
2 A4a 017
1 A4a 067
2 B1 225
1 B2 153
2 B2a 034
2 B2a 036
1 B2a 037
2 B2b 016
2 P-A 005
2 P-A 007

# 5b1b66fe
Energy: Water
1 A1 220
1 A2 150
2 A3 144
1 A4a 020
1 B1 219
2 B1 225
1 B2 145
2 B2a 034
2 B2a 036
1 B2a 037
1 B2b 015
1 B2b 016
2 P-A 005
2 P-A 007

# 73b6f566
Energy: Water
1 A2 148
1 A2 150
2 A3 144
1 A4 156
2 A4a 017
1 A4a 020
1 A4a 067
1 B1 225
2 B2a 034
2 B2a 036
1 B2a 087
2 B2b 016
1 P-A 005
2 P-A 007

# 7fcc06e5
Energy: Water
1 A2 150
1 A2a 072
2 A3 144
2 A4a 017
1 A4a 067
1 B1 219
1 B1 225
1 B2 153
2 B2a 034
2 B2a 036
2 B2b 016
2 P-A 005
2 P-A 007

# 8a97b472
Energy: Water
1 A1 220
1 A2 147
1 A2 148
1 A2 150
1 A2a 072
1 A2b 070
2 A3 144
1 A4a 017
1 B1 225
2 B2a 034
2 B2a 036
1 B2a 037
1 B2b 016
2 P-A 005
2 P-A 007

# ba1cbc4d
Energy: Water
1 A2 150
2 A3 144
1 A4 156
2 A4a 017
1 A4a 020
1 B1 219
1 B2 145
1 B2 153
2 B2a 034
2 B2a 036
2 B2b 016
2 P-A 005
2 P-A 007

# e8fa3698
Energy: Water
1 A2 147
1 A2 150
2 A3 144
2 A4a 017
1 A4a 067
2 B1 225
2 B2a 034
2 B2a 036
1 B2a 037
2 B2b 016
2 P-A 005
2 P-A 007
