# 00221cbf
Energy: Metal
2 A2 111
1 A2 119
2 A2 147
1 A2 148
1 A2 150
2 A3 085
1 A3 086
1 A3 122
2 A3 144
1 A3 151
2 A3 155
2 P-A 005
2 P-A 007

# 05de0404
Energy: Metal
1 A1 225
1 A2 119
1 A2 148
1 A2 150
1 A2 155
2 A3 085
1 A3 121
2 A3 122
1 A3 123
2 A3 144
1 A3 155
2 A3b 067
2 P-A 005
2 P-A 007

# 152c67be
Energy: Metal
1 A2 119
1 A2 148
1 A2b 070
1 A2b 072
2 A3 085
1 A3 086
1 A3 122
1 A3 144
1 A3 155
1 A3a 026
1 A3a 027
1 A3a 064
1 P-A 001
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 1709ac10
Energy: Metal
1 A1 211
1 A2 119
1 A2 148
1 A2 154
1 A2b 055
1 A2b 056
1 A2b 069
2 A2b 070
1 A3 085
1 A3 086
1 A3 122
1 A3 144
1 A3 146
1 A3 155
1 P-A 002
2 P-A 005
2 P-A 007

# 1c248018
Energy: Metal
1 A1 225
1 A2 119
1 A2 146
1 A2 147
1 A2 150
1 A2b 070
2 A3 085
1 A3 086
2 A3 122
2 A3 144
1 A3a 026
1 A3a 027
2 P-A 005
1 P-A 006
2 P-A 007

# 292ecaac
Energy: Darkness, Metal
1 A1 225
2 A2 119
1 A2 150
2 A2a 053
2 A2a 055
2 A3 085
2 A3 086
2 A3 122
2 A3 144
1 A3 155
1 P-A 005
2 P-A 007

# 3636e509
Energy: Metal
2 A2 119
1 A2 150
2 A3 085
2 A3 122
1 A3 123
2 A3 144
1 A3 155
1 B1 225
1 B2 145
2 B2 148
1 B2a 087
2 P-A 005
2 P-A 007

# 37da9ed3
Energy: Metal
1 A1 225
1 A1a 068
1 A2 022
1 A2 119
1 A2 148
1 A2 154
1 A3 016
1 A3 085
1 A3 122
1 A3 123
2 A3 144
1 A3a 027
1 A3a 048
1 A3a 050
1 P-A 002
2 P-A 005
2 P-A 007

# 5c44a69c
Energy: Metal
1 A1 188
1 A1 225
1 A1a 057
1 A1a 068
2 A2 119
2 A2 147
1 A2 150
1 A3 085
2 A3 122
2 A3 144
1 A3 146
1 A3 155
2 P-A 005
2 P-A 007

# 7298d7ae
Energy: Metal
2 A1a 068
2 A2 119
2 A2 146
1 A2 147
1 A2 150
1 A2a 071
2 A3 085
2 A3 122
2 A3 144
1 A3 155
2 P-A 005
2 P-A 007

# 736a5acf
Energy: Metal
1 A1 225
2 A2 119
2 A3 085
2 A3 122
2 A3 144
2 A4 006
2 A4 123
1 B1 223
2 B2a 087
2 P-A 005
2 P-A 007

# 7c4a6d27
Energy: Metal
2 A1 179
2 A1 180
2 A1a 068
2 A2 119
2 A2 150
2 A3 085
2 A3 122
2 A3 144
2 P-A 005
2 P-A 007

# 84288f77
Energy: Metal
2 A2 119
2 A2 147
1 A2 148
2 A2b 070
1 A2b 071
2 A3 085
1 A3 086
2 A3 122
2 A3 144
1 A3 146
2 P-A 005
2 P-A 007

# a392b2bf
Energy: Metal
1 A1 225
2 A2 119
1 A2 146
1 A2 150
1 A2 154
2 A3 085
2 A3 122
2 A3 144
2 B1 225
1 B1a 054
2 P-A 005
1 P-A 006
2 P-A 007

# a3ceda50
Energy: Metal
1 A1a 068
2 A2 119
2 A2 147
1 A2a 075
1 A2b 070
2 A3 085
2 A3 122
2 A3 144
2 P-A 001
2 P-A 005
2 P-A 007
1 P-A 065

# a4d6e488
Energy: Metal
2 A2 111
1 A2 119
1 A2 147
1 A2 148
1 A2 150
1 A2b 070
2 A3 085
1 A3 086
2 A3 122
2 A3 144
1 A3 146
1 A3 155
2 P-A 001
1 P-A 005
1 P-A 007

# a5820fe6
Energy: Metal
1 A2 119
1 A2 147
1 A2 148
1 A2 150
1 A2 155
1 A2b 070
1 A2b 071
1 A2b 072
2 A3 085
1 A3 086
2 A3 122
1 A3 144
1 A3 155
2 P-A 001
1 P-A 005
2 P-A 007

# df6c72c0
Energy: Metal
2 A2 111
1 A2 119
1 A2 147
1 A2 148
1 A2 150
1 A2a 075
1 A2b 070
2 A3 085
1 A3 086
2 A3 122
1 A3 144
1 A3 146
1 A3 155
2 P-A 001
1 P-A 005
1 P-A 007

# f29847ca
Energy: Metal
1 A1 225
2 A2 119
1 A2 150
2 A3 085
2 A3 122
2 A3 144
2 A4 153
2 B1 225
2 B2 148
2 P-A 005
2 P-A 007

# fc00115e
Energy: Metal
2 A2 111
1 A2 119
1 A2 146
1 A2 147
1 A2 148
1 A2 150
1 A2 154
2 A2b 070
1 A3 085
1 A3 086
1 A3 122
1 A3 144
1 A3 146
1 A3 151
2 P-A 005
2 P-A 007

# ffd195bd
Energy: Metal
1 A2 111
1 A2 119
1 A2 147
1 A2 148
1 A2 150
1 A2b 069
1 A2b 070
1 A2b 071
1 A2b 072
1 A3 085
1 A3 122
1 A3 123
1 A3 144
1 A3 155
1 A3a 026
1 A3a 027
1 P-A 005
1 P-A 006
2 P-A 007
