# 27546599
Energy: Grass
2 A1 219
1 A1 225
1 A1a 061
1 A1a 068
1 A2 017
1 A2 150
2 A2a 005
2 A2a 009
1 A2a 010
1 A2a 070
2 A2a 073
1 P-A 002
2 P-A 005
2 P-A 007

# 4291a6af
Energy: Grass
2 A1 206
2 A1 219
1 A1 225
2 A2 017
1 A2 146
1 A2 147
1 A2 148
1 A2 150
2 A2a 005
2 A2a 010
1 P-A 002
2 P-A 005
2 P-A 007

# 4baa2e94
Energy: Grass
2 A1 219
1 A1 225
1 A1a 003
2 A2 017
2 A2 126
2 A2 147
1 A2 148
1 A2 150
2 A2a 005
2 A2a 010
2 P-A 005
2 P-A 007

# f556fcdb
Energy: Grass
2 A1 219
1 A1 225
1 A1a 003
2 A1a 061
2 A2 147
1 A2 148
1 A2 150
2 A2a 004
2 A2a 005
2 A2a 010
2 P-A 005
2 P-A 007

# f7c766da
Energy: Darkness
2 A1 206
2 A1 219
1 A1a 068
2 A2 017
1 A2 110
2 A2 146
1 A2 147
1 A2 150
2 A2a 005
2 A2a 010
2 P-A 005
2 P-A 007
