# 6c00c265
Energy: Darkness
1 A1 225
2 A2 148
1 A2 150
2 A3 144
1 A4 077
2 B1 121
2 B1 155
1 B1 156
2 B1 157
1 B1 225
1 P-A 002
2 P-A 005
2 P-A 007

# 74efec1f
Energy: Darkness
2 A2 148
2 A2 150
2 A3 144
1 A3a 043
2 A3a 069
1 A4 120
2 B1 121
2 B1 155
2 B1 157
2 B1 225
2 P-A 007

# 91e0c50f
Energy: Darkness
1 A2 147
1 A2 150
1 A2b 070
1 A2b 071
2 A3 144
1 A3 155
2 A4 054
2 B1 121
2 B1 155
1 B1 156
2 B1 157
2 P-A 005
2 P-A 007

# d0b3f1bc
Energy: Darkness
2 A2 147
1 A2b 070
2 A3 144
2 B1 121
1 B1 151
2 B1 155
1 B1 156
2 B1 157
2 B1 225
1 B1a 069
2 P-A 005
2 P-A 007

# f4730715
Energy: Darkness
1 A1 225
1 A2 148
1 A2 150
2 A3 144
2 B1 121
1 B1 151
2 B1 155
2 B1 157
1 B1 225
2 B2 145
2 P-A 005
1 P-A 006
2 P-A 007

# f6e19c52
Energy: Darkness
1 A2 147
2 A2 150
1 A2 155
2 A3 144
1 A4 120
1 B1 109
2 B1 121
1 B1 151
2 B1 155
2 B1 157
2 B1 225
1 P-A 005
1 P-A 006
1 P-A 007
