# 0ed71bb6
Energy: Fighting
2 A1 154
2 A2 148
1 A2 150
1 A2 155
1 A3a 064
1 A4 102
1 A4 156
2 B1 225
2 B1a 042
2 B1a 062
1 P-A 002
2 P-A 005
2 P-A 007

# 1ed90a33
Energy: Fighting
1 A1 154
1 A1 225
1 A2 150
1 A2 155
1 A2b 040
2 A2b 066
2 A4 101
2 A4 156
2 B1 225
1 B1 226
2 B1a 042
1 B1a 069
1 P-A 005
2 P-A 007

# 6339f6fe
Energy: Fighting
2 A1 154
1 A1 155
1 A1 225
1 A2 148
2 A2 150
1 A2 155
2 B1 225
2 B1a 042
2 B1a 062
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# ecc60dc5
Energy: Fighting
2 A1 154
1 A1 155
1 A1a 047
1 A2 148
2 A2 150
1 A2 155
1 A2b 070
2 B1 225
2 B1a 042
2 B1a 062
1 P-A 002
2 P-A 005
2 P-A 007
