# bba35fb3
Energy: Fire
2 A1 037
2 A1 038
1 A1 044
1 A1 048
2 A1 221
1 A1 225
1 A1a 012
1 A2 146
1 A2 147
2 A2 148
1 A2 150
2 A2b 111
1 P-A 001
2 P-A 007

# bc73ed54
Energy: Fire
2 A1 037
2 A1 038
2 A1 221
2 A1 225
2 A1a 012
2 A2 147
1 A2 155
2 A2b 111
2 P-A 001
2 P-A 007
1 P-A 022

# c6de3e71
Energy: Fire
2 A1 037
2 A1 038
2 A1 221
1 A1 225
2 A1a 012
2 A1a 068
2 A2 146
2 A2 147
1 A2 150
2 A2b 111
2 P-A 007

# cdb80dbc
Energy: Fire
2 A1 037
2 A1 038
2 A1 048
2 A1 221
1 A1 225
2 A1a 012
1 A2 146
1 A2 147
1 A2 148
1 A2 150
2 A2b 111
1 P-A 002
2 P-A 007

# e065e363
Energy: Fire
2 A1 037
2 A1 038
2 A1 221
2 A1 225
2 A1a 012
2 A2 146
2 A2 147
2 A2 148
2 A2b 111
2 P-A 007
