# 25d682f0
Energy: Fighting
2 A1 137
2 A1 138
2 A1 147
2 A1 224
1 A1 225
2 A1a 044
2 A1a 045
1 A1a 068
1 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007

# 6c5f1c2c
Energy: Fighting
1 A1 137
1 A1 138
1 A1 141
1 A1 142
1 A1 147
1 A1 150
1 A1 154
1 A1 198
1 A1 223
1 A1 224
1 A1 225
1 A1a 044
1 A1a 045
1 A1a 047
1 A1a 068
1 P-A 001
1 P-A 002
1 P-A 005
1 P-A 006
1 P-A 007

# d5caa142
Energy: Fighting
2 A1 137
2 A1 138
1 A1 154
2 A1 224
2 A1a 043
1 A1a 044
2 A1a 045
1 A1a 047
1 A1a 068
2 A3 144
2 P-A 005
2 P-A 007
