# 102a9d6c
Energy: Fire
2 A2 148
1 A2 150
1 A2b 071
2 A3 144
2 A3 155
2 B1 033
2 B1 036
2 B1 217
1 B1a 069
1 B2 017
2 P-A 005
2 P-A 007

# 190944d0
Energy: Fire
2 A2 148
1 A2 150
2 A3 144
2 B1 033
2 B1 036
1 B1 044
1 B1 217
2 B1 225
1 B2 017
1 B3 024
1 B3 153
2 P-A 005
2 P-A 007

# 20153079
Energy: Fire
1 A1 225
1 A2 148
1 A2 150
2 A3 144
2 B1 033
2 B1 036
2 B1 217
1 B1 225
1 B2 017
1 B2a 093
1 B2b 069
2 B3 024
2 P-A 005
1 P-A 007

# 21fd3b46
Energy: Fire
2 A2 148
1 A2 150
2 A3 144
2 B1 033
1 B1 034
2 B1 036
1 B1 044
1 B1 217
1 B1 225
1 B2 017
1 B2b 069
1 B3 024
2 P-A 005
2 P-A 007

# 41ae3c5a
Energy: Fire
1 A2 148
1 A2 150
2 A3 144
2 B1 033
2 B1 036
2 B1 217
2 B1 225
1 B2 017
1 B2b 069
2 B3 024
2 P-A 005
2 P-A 007

# 5b2aac15
Energy: Fire
1 A2 148
1 A2 150
2 A3 144
2 B1 033
2 B1 036
2 B1 217
1 B1 225
1 B2 017
2 B2b 069
2 B3 024
2 P-A 005
2 P-A 007

# 6bf31d85
Energy: Fire
1 A1 225
1 A2 150
2 A3 144
1 A3 155
2 B1 033
2 B1 036
1 B1 217
1 B1 225
1 B2 017
2 B2b 069
2 B3 024
2 P-A 005
2 P-A 007

# 721046e9
Energy: Fire
1 A1 225
2 A2 148
1 A2 150
2 A3 144
2 B1 033
2 B1 036
2 B1 217
1 B2 017
1 B2a 093
1 B2b 069
2 B3 024
1 P-A 005
2 P-A 007

# 97aa6783
Energy: Fire
1 A1 225
1 A2 150
2 A3 144
2 B1 033
2 B1 036
1 B1 217
2 B1 225
1 B2 017
1 B2b 069
2 B3 024
1 B3 153
2 P-A 005
2 P-A 007

# 9b2ae651
Energy: Fire
1 A2 150
2 A3 144
2 B1 033
2 B1 036
1 B1 044
1 B1 217
2 B1 225
1 B2 017
2 B3 024
1 B3 153
1 B3a 074
2 P-A 005
2 P-A 007

# ae74b2a7
Energy: Fire
1 A1 225
1 A2 150
2 A3 144
2 B1 033
2 B1 036
2 B1 217
2 B1 225
1 B2 017
1 B2b 069
2 B3 024
2 P-A 005
2 P-A 007

# e6f4ec09
Energy: Fire
1 A2 148
1 A2 150
2 A3 144
2 B1 033
1 B1 034
2 B1 036
2 B1 044
1 B1 217
2 B1 225
1 B2 017
1 B2 147
2 P-A 005
2 P-A 007

# f1586500
Energy: Fire
1 A1 225
1 A2 150
2 A3 144
2 B1 033
2 B1 036
2 B1 217
1 B1 225
1 B2 017
1 B2a 093
1 B2b 069
2 B3 024
2 P-A 005
2 P-A 007

# fce1fb24
Energy: Fire
1 A1 225
1 A2 148
1 A2 150
2 A3 144
2 B1 033
2 B1 036
1 B1 217
1 B1 225
1 B2 017
1 B2b 069
2 B3 024
1 B3 153
2 P-A 005
2 P-A 007
