# 013b0de2
Energy: Darkness
2 A1 223
2 A2 110
2 A2a 071
1 A2b 071
2 A3a 064
2 A3b 057
2 A4 032
2 A4 066
1 A4 075
1 A4 101
1 A4a 023
2 P-A 007

# 08bcff6d
Energy: Darkness
2 A1 223
2 A2 110
2 A2a 071
1 A2b 070
1 A2b 071
2 A3b 057
1 A4 032
2 A4 066
2 A4 101
2 A4a 023
1 P-A 005
2 P-A 007

# 0cb9825e
Energy: Darkness
2 A2 110
2 A2a 071
2 A3a 064
2 A3b 057
2 A4 032
2 A4 066
2 A4 101
1 A4 151
1 A4a 023
2 P-A 001
2 P-A 005

# 116cb8d1
Energy: Darkness
2 A1 223
2 A2 110
2 A2a 071
1 A2b 070
1 A2b 071
1 A3a 064
2 A3b 057
1 A4 032
2 A4 066
1 A4 075
1 A4 101
2 A4a 023
2 P-A 007

# 123fe90a
Energy: Darkness
2 A1 223
2 A2 110
1 A2 147
2 A2a 071
1 A2b 071
2 A3b 057
2 A4 032
2 A4 066
1 A4 075
2 A4 101
1 A4a 023
2 P-A 007

# 136c3255
Energy: Darkness
2 A1 223
2 A2 110
2 A2 147
1 A2 150
1 A2a 071
2 A2b 071
2 A3b 057
2 A4 032
2 A4 066
1 A4 101
1 A4a 023
2 P-A 007

# 1af09538
Energy: Darkness
2 A1 223
2 A2 110
2 A2a 071
1 A2b 071
2 A3a 064
2 A3b 057
1 A4 032
2 A4 066
2 A4 101
2 A4a 023
2 P-A 007

# 1e2401f8
Energy: Darkness
2 A1 223
2 A2 110
1 A2 147
1 A2a 071
2 A2b 070
1 A2b 071
2 A3b 057
2 A4 032
1 A4 066
2 A4 101
2 A4a 023
2 P-A 007

# 20e8b2b1
Energy: Darkness
2 A1 223
2 A2 110
1 A2 147
2 A2a 071
1 A2b 071
2 A3b 057
2 A4 032
2 A4 066
2 A4 101
1 A4a 023
1 P-A 005
2 P-A 007

# 210a0fd6
Energy: Darkness
1 A1 223
2 A2 110
1 A2 155
2 A2a 071
1 A2b 071
2 A3b 057
2 A4 032
2 A4 066
2 A4 101
1 A4a 023
2 P-A 005
2 P-A 007

# 219fe6f1
Energy: Darkness
2 A1 223
2 A2 110
1 A2 147
1 A2a 071
1 A2b 070
1 A2b 071
2 A3b 057
2 A4 032
1 A4 066
2 A4 101
1 A4a 023
2 P-A 005
2 P-A 007

# 2292f633
Energy: Darkness
1 A1 223
2 A2 110
1 A2 147
2 A2a 071
1 A2b 071
2 A3b 057
1 A4 032
2 A4 066
2 A4 101
2 A4a 023
2 P-A 005
2 P-A 007

# 2474505b
Energy: Darkness
1 A1 223
2 A2 110
1 A2 147
1 A2 155
1 A2a 071
2 A2b 071
2 A3b 057
1 A4 032
2 A4 066
2 A4 101
1 A4a 023
2 P-A 005
2 P-A 007

# 26e3c82c
Energy: Darkness
1 A1a 068
2 A2 110
2 A2 148
1 A2 150
1 A2b 035
2 A2b 070
2 A3 149
2 A3b 057
1 A4 034
1 A4 157
2 P-A 005
1 P-A 006
2 P-A 007

# 2a9637cf
Energy: Darkness
1 A1 223
2 A2 110
1 A2 147
2 A2a 071
1 A2b 071
2 A3a 064
2 A3b 057
2 A4 032
2 A4 101
2 A4a 023
1 P-A 005
2 P-A 007

# 2bef161b
Energy: Darkness
2 A1 223
2 A2 110
2 A2a 071
1 A2b 071
1 A3a 064
2 A3b 057
2 A4 032
2 A4 066
1 A4 075
2 A4 101
1 A4a 023
2 P-A 007

# 2ccd58ac
Energy: Darkness
2 A1 223
2 A2 110
1 A2 147
1 A2 155
2 A2a 071
1 A2b 071
2 A3b 057
2 A4 032
2 A4 066
2 A4 101
1 A4a 023
2 P-A 007

# 39e9b2ac
Energy: Darkness
2 A1 223
2 A2 110
2 A2a 071
1 A2b 070
1 A2b 071
2 A3b 057
2 A4 032
2 A4 066
2 A4 101
1 A4a 023
1 P-A 005
2 P-A 007

# 4d054d19
Energy: Darkness
1 A1 225
1 A2 110
1 A2a 074
2 A3 149
2 A3b 057
2 A4a 023
2 B1 219
1 B2 017
2 B2 124
1 B2 154
1 B3a 074
2 B3b 055
