# 2035f583
Energy: Fire
1 A2 150
1 A2 155
2 A3 144
2 A3b 034
2 B1 033
1 B1 035
2 B1 036
2 B1 184
2 B1 217
1 B1 223
2 P-A 005
2 P-A 007

# 28cffe86
Energy: Fire
2 A2 148
2 A3 144
2 A3 155
2 A3b 034
2 A4 134
2 B1 033
2 B1 036
2 B1 217
2 P-A 005
2 P-A 007

# 2a8148d0
Energy: Fire
1 A1 225
1 A2 148
2 A3 144
2 A3b 034
2 A4 032
2 B1 033
2 B1 036
2 B1 184
2 B1 226
2 P-A 005
2 P-A 007

# 3dc5c08b
Energy: Fire
1 A2 150
2 A3 144
2 A3 155
2 A3b 034
2 B1 033
1 B1 034
2 B1 036
2 B1 184
2 B1 217
2 P-A 005
2 P-A 007

# 431b90e7
Energy: Fire
1 A1 045
1 A1 225
1 A2 147
2 A3 144
1 A3 155
2 A3b 034
2 B1 033
2 B1 036
2 B1 184
1 B1 217
1 B1 225
2 P-A 005
2 P-A 007

# 4a6b2a80
Energy: Fire
2 A3 144
2 A3b 034
1 A3b 055
1 A4 134
2 B1 033
1 B1 034
2 B1 036
1 B1 041
1 B1 042
1 B1 043
2 B1 223
2 P-A 005
2 P-A 007

# 590ef53a
Energy: Fire
1 A1 225
1 A2 150
1 A2 155
2 A3 144
2 A3b 034
2 B1 033
1 B1 035
2 B1 036
2 B1 184
2 B1 217
2 P-A 005
2 P-A 007

# 5cf1536a
Energy: Fire
1 A2 150
1 A2 155
1 A3 037
2 A3 144
2 A3 150
2 A3b 034
2 B1 033
2 B1 036
2 B1 184
1 B1 217
2 P-A 005
2 P-A 007

# 6216c8f0
Energy: Fire
1 A1 225
2 A2 150
2 A3 144
2 A3b 034
2 B1 033
2 B1 036
1 B1 044
2 B1 184
1 B1 217
1 P-A 002
2 P-A 005
2 P-A 007

# 79f25459
Energy: Fire
1 A1 225
1 A2 150
2 A3 144
2 A3b 034
2 B1 033
1 B1 035
2 B1 036
2 B1 184
2 B1 217
1 B1 223
2 P-A 005
2 P-A 007

# 7e394559
Energy: Fire
1 A1 225
1 A2 147
1 A2 150
2 A3 144
1 A3 155
2 A3b 034
2 A3b 055
2 B1 033
1 B1 035
2 B1 036
1 B1 217
1 B1 223
1 P-A 005
2 P-A 007

# 81038218
Energy: Fire
1 A1 225
1 A2 148
2 A3 144
1 A3 151
1 A3 155
1 A3b 034
2 A4 032
2 B1 033
2 B1 036
1 B1 184
2 B1 226
2 P-A 005
2 P-A 007

# 94dbe27e
Energy: Fire
1 A2 150
1 A2 155
2 A3 144
2 A3b 034
2 B1 033
1 B1 035
2 B1 036
1 B1 044
2 B1 184
1 B1 217
1 B1 223
2 P-A 005
2 P-A 007

# 9ba6e37b
Energy: Fire
1 A2 150
1 A3 037
2 A3 144
2 A3 150
2 A3b 034
2 B1 033
2 B1 036
2 B1 184
1 B1 217
1 P-A 002
2 P-A 005
2 P-A 007

# a2279e8d
Energy: Fire
1 A1 225
1 A2 150
2 A3 144
2 A3b 034
2 B1 033
1 B1 035
2 B1 036
2 B1 184
2 B1 217
1 B1 225
2 P-A 005
2 P-A 007

# a5ccda81
Energy: Fire
1 A1 225
1 A2 155
2 A3 144
2 A3b 034
2 A4 134
2 B1 033
1 B1 035
2 B1 036
2 B1 217
1 B1 223
2 P-A 005
2 P-A 007

# c111e18b
Energy: Fire
1 A1 225
1 A2 150
2 A3 144
2 A3b 034
2 A4 134
1 A4a 010
2 B1 033
1 B1 035
2 B1 036
2 B1 217
2 P-A 005
2 P-A 007

# c3548adf
Energy: Fire
1 A2 150
1 A3 144
2 A3b 034
1 A4 077
1 A4 158
2 B1 033
1 B1 034
1 B1 035
2 B1 036
1 B1 044
1 B1 109
2 B1 184
1 B1 217
1 B1 226
1 P-A 005
1 P-A 007

# c68cf0d0
Energy: Fire
1 A2 147
2 A3 144
1 A3 151
1 A3 155
2 A3b 034
2 B1 033
1 B1 034
2 B1 036
1 B1 121
2 B1 184
1 B1 217
2 P-A 005
2 P-A 007

# cd5b7729
Energy: Fire
1 A1 225
1 A2b 071
2 A3 144
1 A3 155
2 A3b 034
2 B1 033
2 B1 036
2 B1 184
2 B1 217
1 B1 223
2 P-A 005
2 P-A 007

# d816177a
Energy: Fire
1 A1 225
1 A2 150
1 A2 155
2 A3 144
2 A3b 034
2 A3b 055
2 B1 033
1 B1 035
2 B1 036
1 B1 217
1 P-A 002
2 P-A 005
2 P-A 007

# dba6152a
Energy: Fire
1 A1 045
1 A1 225
1 A2 150
2 A3 144
1 A3 155
2 A3b 034
1 A3b 056
1 A4 134
2 B1 033
2 B1 036
2 B1 217
2 P-A 005
2 P-A 007

# de49b971
Energy: Fire
1 A2 155
2 A3 144
2 A3 155
2 A3b 034
1 A4 077
2 A4 134
2 B1 033
2 B1 036
2 B1 217
2 P-A 005
2 P-A 007

# e0826446
Energy: Fire
1 A1 225
1 A2b 071
2 A3 144
1 A3 155
2 A3b 034
2 A3b 055
2 B1 033
1 B1 034
2 B1 036
2 B1 217
1 B1 223
1 P-A 005
2 P-A 007
