# 08792d99
Energy: Psychic
1 A1 127
1 A1 225
2 A2 148
1 A2 150
2 A3 084
2 A3 144
2 A3a 054
1 A3a 055
2 A3a 056
2 P-A 002
2 P-A 005
2 P-A 007

# 1986606d
Energy: Psychic
1 A1a 068
1 A2 146
1 A2 150
1 A2 155
1 A3 080
2 A3 084
2 A3 144
1 A3 151
1 A3 155
2 A3a 054
1 A3a 055
2 A3a 056
2 P-A 005
2 P-A 007

# 1b6a9f46
Energy: Psychic
1 A2 147
1 A2 148
1 A2 150
1 A3 080
2 A3 084
2 A3 144
1 A3 149
1 A3 151
1 A3 155
2 A3a 054
1 A3a 055
2 A3a 056
2 P-A 005
2 P-A 007

# 290f4bda
Energy: Psychic
1 A1 223
1 A2 146
2 A2 147
2 A2 150
1 A2b 069
2 A3 084
2 A3 144
2 A3a 054
1 A3a 055
2 A3a 056
2 P-A 005
2 P-A 007

# 3fd90d64
Energy: Psychic
1 A2 146
1 A2 147
1 A2 148
1 A2 150
1 A2 155
2 A3 084
2 A3 144
1 A3 155
2 A3a 054
1 A3a 055
2 A3a 056
1 P-A 002
2 P-A 005
2 P-A 007

# 472b9a3d
Energy: Psychic
1 A1 225
2 A2 147
1 A2 150
2 A3 084
2 A3 144
2 A3 155
2 A3a 054
1 A3a 055
2 A3a 056
2 P-A 005
1 P-A 006
2 P-A 007

# 7f4df45d
Energy: Psychic
1 A1a 068
2 A2 147
1 A2 150
1 A3 080
2 A3 084
2 A3 144
1 A3 151
2 A3a 054
1 A3a 055
2 A3a 056
2 P-A 005
1 P-A 006
2 P-A 007

# 87aa210f
Energy: Psychic
1 A1 127
1 A1 223
1 A2 147
1 A2 155
1 A2b 069
2 A3 084
2 A3 144
2 A3a 054
1 A3a 055
2 A3a 056
2 P-A 002
2 P-A 005
2 P-A 007

# c3c5bc3e
Energy: Psychic
1 A2 150
1 A2 155
1 A2b 069
1 A3 080
2 A3 084
2 A3 144
1 A3 151
2 A3 155
2 A3a 054
1 A3a 055
2 A3a 056
2 P-A 005
2 P-A 007

# c7132da8
Energy: Psychic
1 A1 225
1 A2 146
1 A2b 069
1 A2b 071
1 A3 077
2 A3 084
2 A3 144
2 A3 146
2 A3a 054
1 A3a 055
2 A3a 056
2 P-A 005
2 P-A 007

# c8f13ee7
Energy: Psychic
1 A1 225
1 A2 146
1 A2 150
1 A2b 069
1 A3 077
2 A3 084
2 A3 144
2 A3 146
2 A3a 054
1 A3a 055
2 A3a 056
2 P-A 005
2 P-A 007

# d9b0b4eb
Energy: Psychic
1 A2 146
1 A2 150
1 A2b 069
1 A3 077
2 A3 084
2 A3 144
2 A3 146
2 A3a 054
1 A3a 055
2 A3a 056
1 A3a 064
2 P-A 005
2 P-A 007

# da366df3
Energy: Psychic
1 A1a 068
2 A2 147
1 A2 150
1 A3 080
2 A3 084
2 A3 144
1 A3 155
2 A3a 054
1 A3a 055
2 A3a 056
2 P-A 005
1 P-A 006
2 P-A 007

# ea620306
Energy: Psychic
1 A1 223
1 A1 225
1 A2 147
1 A2 155
2 A3 084
2 A3 144
1 A3 151
2 A3 155
2 A3a 054
1 A3a 055
2 A3a 056
2 P-A 005
2 P-A 007
