# 034e7a9e
Energy: Darkness
1 A1 174
1 A1 203
1 A1 225
2 A1a 053
2 A1a 054
1 A1a 055
1 A1a 068
1 A2 110
1 A2 146
2 A2 147
1 A2 148
2 P-A 001
2 P-A 005
2 P-A 007

# 40727882
Energy: Darkness
1 A1 223
1 A1 225
2 A1a 053
1 A1a 054
2 A1a 055
1 A2 110
1 A2 146
1 A2 150
1 A2 155
1 A2b 069
1 A3 144
2 A3 146
1 A3a 042
2 P-A 005
2 P-A 007

# 6518414b
Energy: Darkness
1 A1 174
1 A1 176
1 A1 225
1 A1a 050
2 A1a 053
2 A1a 054
1 A1a 055
1 A1a 068
1 A2 110
1 A2 146
2 A2 147
1 A2 148
1 P-A 001
2 P-A 005
2 P-A 007

# 6a2864fd
Energy: Darkness
2 A1 225
2 A1a 053
2 A1a 054
1 A1a 055
2 A2 096
1 A2 097
1 A2 110
1 A2 147
1 A2 150
1 A2 154
2 P-A 001
1 P-A 002
1 P-A 005
2 P-A 007

# e6b5910f
Energy: Darkness
1 A1 165
2 A1 223
2 A1a 053
1 A1a 054
2 A1a 055
1 A2 110
1 A2 150
1 A2b 070
1 A3 144
2 A3 146
1 A3 151
1 A3 155
2 P-A 005
1 P-A 007
1 P-A 056
