# 0441160c
Energy: Lightning
1 A1 104
1 A1 225
1 A1a 068
1 A2 148
1 A2 150
1 A2 154
1 A2a 073
1 A2b 069
1 A2b 070
1 A2b 071
2 A3 066
1 A3 146
1 A3 151
1 A3a 021
2 A3a 065
1 P-A 005
2 P-A 007

# 20d3c34b
Energy: Lightning
1 A1 103
2 A1 104
1 A1 198
1 A1 223
2 A2 147
1 A2 150
1 A2 155
1 A2b 070
2 A3 066
1 A3a 065
1 A4 066
1 A4 151
1 A4 157
2 P-A 005
2 P-A 007

# 6c0b4035
Energy: Lightning
2 A1 104
1 A1 225
2 A2 150
1 A2 155
2 A3 066
2 A3a 021
1 A3a 065
1 A4 066
2 A4 151
2 P-A 002
2 P-A 005
2 P-A 007

# 7b2dedb6
Energy: Lightning
2 A1 104
1 A1 225
2 A2 148
2 A3 066
2 A4 156
2 B1 225
1 B2 145
1 B2 154
2 B2a 086
1 P-A 002
2 P-A 005
2 P-A 007

# 9fdb3275
Energy: Lightning
2 A1 104
1 A1 223
1 A2 146
1 A2 150
2 A2 154
1 A2b 070
2 A3 066
1 A3 151
2 A3a 021
1 A3a 064
2 A3a 065
2 P-A 005
2 P-A 007

# a7b075e8
Energy: Lightning
1 A1 104
1 A1 225
1 A2 148
1 A2 150
1 A2 154
1 A2a 073
1 A2b 069
1 A2b 070
1 A2b 071
2 A3 066
1 A3 146
1 A3 151
2 A3a 021
1 A3a 065
2 P-A 005
2 P-A 007

# fe0ee399
Energy: Lightning
2 A1 104
1 A1 225
1 A2 146
1 A2 148
1 A2b 069
1 A2b 070
2 A3 066
1 A3 151
2 A3a 021
2 A3a 065
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007
