# 10b9df32
Energy: Lightning, Water
1 A1 079
1 A1 107
1 A1 108
1 A1 109
2 A1 183
2 A1 184
2 A1 185
1 A1 220
1 A1 223
1 A1 225
2 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007

# 36f2085c
Energy: Lightning, Water
2 A1 107
2 A1 108
1 A1 109
2 A1 183
2 A1 184
2 A1 185
1 A1 223
2 P-A 001
2 P-A 005
2 P-A 006
2 P-A 007

# 52533b5b
Energy: Lightning, Water
1 A1 080
1 A1 107
1 A1 108
1 A1 109
2 A1 183
2 A1 184
2 A1 185
1 A1 196
1 A1 206
2 A1 223
2 P-A 001
2 P-A 005
2 P-A 007

# 924ffc7c
Energy: Lightning, Water
1 A1 079
1 A1 107
1 A1 108
1 A1 109
2 A1 183
2 A1 184
2 A1 185
1 A1 223
1 A1 225
2 P-A 001
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007
