# 175d753d
Energy: Water
1 A1 220
1 A2 150
1 A2 155
2 A3 144
1 A3 155
2 A4a 023
2 B1 225
2 B1a 017
2 B1a 018
1 B1a 019
1 B1a 020
2 P-A 005
2 P-A 007

# 187b67af
Energy: Water
2 A2 050
1 A2 150
1 A2 155
2 A3 144
2 A4 151
1 B1 225
2 B1a 017
1 B1a 018
1 B1a 019
1 B1a 020
1 B1a 055
1 P-A 002
2 P-A 005
2 P-A 007

# 19399bbe
Energy: Water
2 A1 053
2 A1 220
2 A2 050
1 A2 150
2 A3 144
1 A4 151
1 A4a 023
1 B1 223
1 B1 225
1 B1a 019
2 B1a 020
2 P-A 005
2 P-A 007

# 3351e9fa
Energy: Water
2 A1 053
2 A1 211
1 A2 148
1 A2 150
2 A3 149
1 A4a 023
2 B1 225
2 B1a 018
1 B1a 019
1 B1a 020
1 B2 147
2 P-A 005
2 P-A 007

# 57acd3be
Energy: Water
2 A1 053
1 A1 054
2 A1 220
1 A2 150
1 A2a 072
2 A3 144
1 A3 155
1 A4a 023
1 B1 219
1 B1 225
1 B1a 019
2 B1a 020
2 P-A 005
2 P-A 007

# 58f6f855
Energy: Water
2 A1 053
1 A1 054
2 A3 144
1 A4a 023
1 B1 219
2 B1 225
1 B1a 019
1 B1a 020
2 B2a 034
2 B2a 036
1 B2b 069
2 P-A 005
2 P-A 007

# 685bbf82
Energy: Water
2 A2 050
1 A2 150
1 A2 155
2 A3 144
2 A4 151
2 B1a 017
1 B1a 018
1 B1a 019
2 B1a 020
1 B1a 055
1 P-A 002
2 P-A 005
2 P-A 007

# 74d79e78
Energy: Water
2 A1 053
1 A1 225
1 A2 049
2 A2 050
1 A2 150
2 A3 144
1 A4a 023
1 B1 225
1 B1a 018
1 B1a 019
2 B1a 020
2 P-A 005
1 P-A 006
2 P-A 007

# 7bb9371b
Energy: Water
2 A1 053
2 A2 050
1 A2 150
1 A2 155
2 A3 144
2 A4 151
1 B1 225
1 B1a 018
1 B1a 019
2 B1a 020
1 B1a 055
2 P-A 005
2 P-A 007

# 7beccedf
Energy: Water
2 A1 053
2 A2 050
1 A2 150
2 A3 144
2 A4 151
1 B1 225
1 B1a 018
1 B1a 019
2 B1a 020
1 B1a 055
1 P-A 002
2 P-A 005
2 P-A 007

# 878bdbe0
Energy: Water
2 A1 053
1 A1 054
1 A1 220
2 A2 050
1 A2 147
1 A3 144
1 A4 059
1 A4 151
1 A4a 067
1 B1 225
1 B1a 019
1 B1a 020
1 B1a 055
1 B1a 069
2 P-A 005
2 P-A 007

# 8824f659
Energy: Water
1 A1 079
2 A2 050
1 A2 150
1 A2a 072
2 A3 144
1 A4a 023
2 B1 219
1 B1 223
2 B1a 017
1 B1a 019
2 B1a 020
2 P-A 005
2 P-A 007

# 9d194822
Energy: Water
2 A1 053
2 A1 220
1 A2 150
1 A2a 072
2 A3 144
1 A3 155
1 A4a 023
1 B1 219
1 B1 225
1 B1a 018
1 B1a 019
2 B1a 020
2 P-A 005
2 P-A 007

# a416018a
Energy: Water
2 A1 220
2 A2 050
1 A2 147
1 A2a 072
2 A3 144
1 A3 155
1 B1 225
2 B1a 017
1 B1a 018
1 B1a 019
2 B1a 020
2 P-A 005
2 P-A 007

# be5d2bbb
Energy: Water
2 A1 053
2 A1 220
1 A2 050
1 A2 150
1 A2a 072
1 A3 144
1 A4a 023
1 B1 219
1 B1 225
1 B1a 018
1 B1a 019
2 B1a 020
1 B1a 069
2 P-A 005
2 P-A 007

# d30f94e6
Energy: Water
1 A1 225
1 A2 148
1 A2b 071
2 A3 144
1 A3 155
2 A4a 023
1 B1 225
2 B1a 017
1 B1a 018
1 B1a 019
1 B1a 020
1 B2 145
2 P-A 005
1 P-A 006
2 P-A 007

# d854a4f0
Energy: Water
2 A1 053
1 A1 220
1 A2 050
1 A2 150
1 A2 155
1 A2b 072
1 A3 144
1 A4a 023
2 B1 223
2 B1a 018
1 B1a 019
1 B1a 020
1 B1a 069
2 P-A 005
2 P-A 007

# d8b0e993
Energy: Water
2 A1 053
1 A1 054
2 A1 220
1 A2 150
1 A2a 072
2 A3 144
1 A3 155
2 A4a 023
1 B1 219
1 B1 225
1 B1a 019
1 B1a 020
2 P-A 005
2 P-A 007

# db0a3109
Energy: Water
2 A1 053
2 A1 220
1 A2 050
1 A2 150
2 A3 144
1 A3 155
1 A4a 023
1 B1 225
1 B1a 018
1 B1a 019
2 B1a 020
1 B1a 069
2 P-A 005
2 P-A 007

# ee97bcfc
Energy: Water
2 A1 053
1 A1 220
2 A2 150
1 A2a 072
1 B1 225
2 B1a 018
1 B1a 019
2 B1a 020
2 B1a 022
2 B1a 023
2 P-A 005
2 P-A 007
