# 04555b55
Energy: Fire
1 A1 087
1 A1 089
1 A2 150
2 A3 030
1 A3 032
1 A3 033
2 A3 144
1 B1 044
1 B1 217
2 B1 225
1 B2b 069
1 B3 024
1 B3a 071
2 P-A 005
2 P-A 007

# 1077adaf
Energy: Fire
2 A1 087
1 A1 088
2 A1 089
1 A1 225
1 A2 146
1 A2 147
1 A2 155
2 A3 030
1 A3 032
2 A3 033
2 A3 144
1 A3 155
1 P-A 005
2 P-A 007

# 19cbd3e6
Energy: Fire
2 A1 087
2 A1 089
1 A2 150
1 A2b 069
2 A3 031
2 A3 033
2 A3 144
2 A3 155
1 A3b 068
2 P-A 005
1 P-A 006
2 P-A 007

# 382f7aa9
Energy: Fire
2 A1 087
1 A1 088
2 A1 089
1 A2 146
1 A2 155
1 A2b 069
2 A3 030
1 A3 032
2 A3 033
2 A3 144
1 A3 151
1 A3 155
1 P-A 005
2 P-A 007

# 401bfc40
Energy: Fire, Water
2 A1 087
1 A1 088
2 A1 089
1 A1 225
1 A2 155
1 A2b 069
1 A3 030
1 A3 031
1 A3 032
2 A3 033
2 A3 144
2 A3 155
1 P-A 005
2 P-A 007

# 60608138
Energy: Fire, Water
2 A1 087
1 A1 088
2 A1 089
1 A1 225
1 A2 155
1 A2b 069
2 A3 030
1 A3 032
2 A3 033
2 A3 144
2 A3 155
1 P-A 005
2 P-A 007

# 739f9961
Energy: Fire
1 A1 087
1 A1 089
2 A2 148
1 A2 150
2 A3 030
1 A3 033
2 A3 144
1 B1 044
2 B1 225
1 B2b 069
1 B3 024
1 B3a 071
2 P-A 005
2 P-A 007

# 92c93ba2
Energy: Fire, Water
2 A1 087
1 A1 088
2 A1 089
1 A1 225
1 A2 146
1 A2 155
1 A2b 069
2 A3 030
1 A3 032
2 A3 033
2 A3 144
1 A3 155
1 P-A 005
2 P-A 007

# 93a4dc55
Energy: Fire
1 A1 087
1 A1 089
1 A2 146
1 A2 147
1 A2 155
1 A2b 069
2 A3 030
1 A3 032
2 A3 033
2 A3 144
1 A3 151
2 A3 155
1 P-A 005
1 P-A 006
2 P-A 007

# d2a8012b
Energy: Fire
1 A1 087
1 A1 089
1 A2 148
1 A2 150
2 A3 031
1 A3 032
1 A3 033
2 A3 144
1 B1 044
2 B1 225
1 B3a 071
1 B3b 061
1 B3b 064
2 P-A 005
2 P-A 007

# fd4227c3
Energy: Fire
2 A1 087
1 A1 088
2 A1 089
1 A1 225
1 A2 155
1 A2b 069
2 A3 030
1 A3 032
2 A3 033
2 A3 144
2 A3 155
1 P-A 005
2 P-A 007
