# 00c070ef
Energy: Fire
2 A1 037
2 A1 038
2 A1 186
2 A1 187
2 A1 188
1 A1 198
2 A1 221
1 A1 223
2 P-A 002
2 P-A 005
2 P-A 007

# 0a1036e0
Energy: Fire
2 A1 037
2 A1 038
2 A1 186
2 A1 187
2 A1 188
2 A1 198
1 A1 221
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 12d02e80
Energy: Fire
2 A1 037
2 A1 038
1 A1 042
2 A1 187
2 A1 188
2 A1 221
1 A1a 011
2 A1a 057
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 7afbe6eb
Energy: Fire
2 A1 037
2 A1 038
2 A1 042
2 A1 043
2 A1 186
2 A1 187
2 A1 188
2 A1 221
2 P-A 005
2 P-A 007

# 81f3772b
Energy: Fire
2 A1 037
2 A1 038
2 A1 186
2 A1 187
2 A1 188
1 A1 196
1 A1 221
1 A1 223
1 A1 225
2 P-A 002
2 P-A 005
2 P-A 007

# a2ca41e2
Energy: Fire
2 A1 037
2 A1 038
2 A1 186
2 A1 187
2 A1 188
2 A1 198
1 A1 221
1 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# e023d2a2
Energy: Fire
2 A1 037
2 A1 038
2 A1 186
2 A1 187
2 A1 188
2 A1 198
2 A1 221
2 P-A 002
2 P-A 005
2 P-A 007

# e724758f
Energy: Fire
2 A1 037
2 A1 038
1 A1 044
2 A1 186
2 A1 187
2 A1 188
2 A1 221
1 P-A 001
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# ee5382fe
Energy: Fire
2 A1 037
2 A1 038
1 A1 047
2 A1 186
2 A1 187
2 A1 188
2 A1 221
1 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007
