# 00070154
Energy: Metal
1 A1 223
1 A1 225
2 A2 111
1 A2 113
2 A2 114
2 A2 145
1 A2 147
2 A2 148
1 A2 150
2 A3 144
1 A3 146
1 A3 151
1 P-A 005
2 P-A 007

# 00ef46f9
Energy: Metal
2 A2 111
1 A2 113
2 A2 114
2 A2 145
1 A2 147
1 A2 148
1 A2 150
2 A3 144
2 A3 155
1 A4 153
1 B1 219
2 B1 225
2 P-A 007

# 0116dae8
Energy: Metal
1 A1 225
2 A2 111
2 A2 113
2 A2 114
2 A2 145
2 A2 146
2 A2 147
2 A2 148
1 A2 150
1 A2a 075
1 P-A 005
2 P-A 007

# 02812f81
Energy: Metal
1 A1 225
1 A2 078
2 A2 111
2 A2 113
2 A2 114
2 A2 145
2 A2 147
2 A2 148
1 A2 150
1 A2 154
2 P-A 005
2 P-A 007

# 046823e6
Energy: Metal
1 A1 223
1 A1 225
2 A2 111
1 A2 113
2 A2 114
2 A2 145
2 A2 147
2 A2 148
1 A2 150
1 A2b 069
2 A3 144
1 P-A 005
2 P-A 007

# 062ea342
Energy: Metal
1 A1 223
1 A1 225
2 A2 111
2 A2 113
2 A2 114
2 A2 145
2 A2 147
1 A2 148
1 A2 150
1 A2 155
2 P-A 001
1 P-A 005
2 P-A 007

# 0840dec0
Energy: Metal
2 A1 223
2 A2 111
2 A2 113
2 A2 114
1 A2 120
2 A2 145
2 A2 147
2 A2 148
1 A2 150
2 P-A 005
2 P-A 007

# 088b9924
Energy: Metal
1 A1 223
1 A1 225
2 A2 111
2 A2 113
2 A2 114
2 A2 145
1 A2 147
2 A2 148
2 A2 150
2 P-A 001
1 P-A 005
2 P-A 007

# 08c753c0
Energy: Metal
1 A1 223
1 A1 225
2 A2 111
2 A2 113
2 A2 114
2 A2 145
2 A2 147
2 A2 148
1 A2 150
1 P-A 001
2 P-A 005
2 P-A 007

# 099bc376
Energy: Metal
1 A1 225
2 A2 111
1 A2 113
2 A2 114
2 A2 145
1 A2 146
2 A2 148
2 A2b 069
2 A3 144
1 A3a 064
2 A4 153
2 P-A 007

# 0a27f582
Energy: Metal
1 A1 225
2 A2 111
2 A2 113
2 A2 114
2 A2 145
2 A2 146
2 A2 147
2 A2 148
1 A2 150
2 P-A 001
2 P-A 007

# 0cdea225
Energy: Metal
1 A1a 068
2 A2 111
2 A2 113
2 A2 114
2 A2 145
2 A2 146
2 A2 147
2 A2 148
1 A2 150
1 A2 154
1 P-A 002
2 P-A 007

# 141c2f78
Energy: Metal
1 A1 223
1 A1a 068
2 A2 111
2 A2 113
2 A2 114
2 A2 145
1 A2 146
2 A2 147
2 A2 148
2 A2 150
1 P-A 005
2 P-A 007

# 15efd539
Energy: Metal
1 A1 225
2 A2 111
2 A2 113
2 A2 114
2 A2 145
2 A2 146
2 A2 147
2 A2 148
1 A2 150
1 A2 155
1 P-A 005
2 P-A 007

# 167fa5ad
Energy: Metal
2 A1 223
1 A1 225
2 A2 111
1 A2 113
2 A2 114
2 A2 145
2 A2 148
2 A3 144
2 A3 146
1 A3 151
1 P-A 006
2 P-A 007

# 17edada7
Energy: Metal
1 A1 225
2 A2 111
2 A2 113
2 A2 114
2 A2 145
2 A2 147
2 A2 148
1 A2 150
1 A2b 069
1 A2b 070
2 P-A 001
2 P-A 007

# 1a85090d
Energy: Metal
1 A1 225
2 A2 111
2 A2 113
2 A2 114
2 A2 145
1 A2 146
2 A2 147
2 A2 148
1 A2 150
1 A2b 069
2 P-A 005
2 P-A 007

# 1b4641c5
Energy: Metal
1 A1 223
2 A2 111
1 A2 113
2 A2 114
2 A2 145
1 A2 146
1 A2 147
2 A2 148
1 A2 150
1 A2b 069
2 A3 144
1 A3 146
1 A3 155
2 P-A 007

# 1e8c0103
Energy: Metal
2 A2 111
2 A2 113
2 A2 114
2 A2 145
2 A2 147
2 A2 148
2 A2 150
1 A2 155
2 P-A 001
1 P-A 005
2 P-A 007

# 2087d487
Energy: Metal
2 A2 111
2 A2 113
2 A2 114
2 A2 145
1 A2 146
2 A2 147
2 A2 148
1 A2 150
1 A2 155
2 P-A 001
1 P-A 005
2 P-A 007

# 20c9533b
Energy: Metal
2 A1 223
2 A2 111
2 A2 113
2 A2 114
2 A2 145
1 A2 146
2 A2 147
2 A2 148
2 A2 150
1 P-A 005
2 P-A 007

# 21c566f2
Energy: Metal
2 A2 111
2 A2 113
2 A2 114
2 A2 145
2 A2 147
2 A2 148
2 A2 150
2 P-A 001
2 P-A 005
2 P-A 007

# 22252188
Energy: Metal
2 A2 111
1 A2 113
2 A2 114
2 A2 145
1 A2 148
1 A2 150
1 A2a 075
1 A2b 070
2 A3 144
1 A3 155
2 A4 153
1 P-A 001
1 P-A 006
2 P-A 007

# 234aa5fa
Energy: Metal
1 A1 223
1 A1 225
2 A2 111
2 A2 113
2 A2 114
2 A2 145
1 A2 146
2 A2 147
2 A2 148
1 A2 150
1 A2b 069
1 P-A 005
2 P-A 007

# 2533aab0
Energy: Metal
1 A1 223
2 A2 111
2 A2 113
1 A2 114
2 A2 145
1 A2 146
2 A2 147
2 A2 148
2 A2 150
2 P-A 001
1 P-A 005
2 P-A 007

# 27b51f46
Energy: Metal
2 A2 111
2 A2 113
2 A2 114
2 A2 145
2 A2 147
2 A2 148
1 A2 150
2 A2b 069
2 A2b 071
1 P-A 005
2 P-A 007

# 281e241d
Energy: Metal
1 A1 223
1 A1 225
2 A2 111
2 A2 113
2 A2 114
2 A2 145
1 A2 146
2 A2 147
1 A2 148
1 A2 150
1 A2a 075
1 P-A 001
1 P-A 005
2 P-A 007

# 282f5656
Energy: Metal
1 A1 225
2 A2 111
1 A2 113
2 A2 114
2 A2 145
1 A2 150
1 A2 155
1 A2b 069
2 A3 144
1 A3 146
1 A3 155
2 A4 153
1 P-A 005
2 P-A 007

# 295bd258
Energy: Metal
1 A1 223
1 A1 225
1 A1a 068
2 A2 111
2 A2 113
2 A2 114
2 A2 145
1 A2 146
2 A2 147
2 A2 148
1 A2 150
1 A2 154
2 P-A 007

# 2b1be1b8
Energy: Metal
2 A2 111
2 A2 113
2 A2 114
2 A2 145
2 A2 146
2 A2 147
2 A2 148
2 A2a 075
1 P-A 005
1 P-A 006
2 P-A 007

# 2b490041
Energy: Metal
1 A1 225
2 A2 111
1 A2 113
2 A2 114
2 A2 145
1 A2 146
1 A2 147
2 A2 148
1 A2 150
1 A2b 069
2 A3 144
1 A3 155
1 P-A 005
2 P-A 007

# 2c26a5d5
Energy: Metal
1 A1 225
2 A2 111
1 A2 113
2 A2 114
2 A2 145
2 A2 147
1 A2 148
1 A2 150
2 A3 144
1 A3 155
1 B1 219
2 B1 225
2 P-A 007

# 2c3b139d
Energy: Metal
1 A1 203
1 A1 223
1 A1 225
2 A2 111
2 A2 113
2 A2 114
2 A2 145
1 A2 146
2 A2 147
2 A2 148
1 P-A 001
1 P-A 005
2 P-A 007

# 2d7c5a26
Energy: Metal
1 A1 223
1 A1 225
2 A2 111
2 A2 113
2 A2 114
2 A2 145
1 A2 146
2 A2 147
2 A2 148
1 A2 150
2 P-A 001
2 P-A 007

# 2dfd92e1
Energy: Metal
2 A1 223
2 A1 225
2 A2 111
2 A2 113
2 A2 114
2 A2 145
2 A2 147
2 A2 148
1 A2 150
1 P-A 005
2 P-A 007

# 2ee952c6
Energy: Metal
1 A1 223
1 A1 225
2 A2 111
2 A2 113
2 A2 114
2 A2 145
1 A2 146
2 A2 147
2 A2 148
1 A2 150
1 P-A 001
1 P-A 005
2 P-A 007

# 2f4a1dff
Energy: Metal
1 A1 225
2 A2 111
2 A2 113
2 A2 114
2 A2 145
1 A2 146
2 A2 147
2 A2 148
1 A2 150
1 A2b 069
1 A2b 070
1 P-A 005
2 P-A 007

# 2fc4024f
Energy: Metal
2 A2 111
1 A2 113
2 A2 114
2 A2 145
2 A2 147
1 A2 148
1 A2 150
1 A2b 069
2 A3 144
1 A3 155
1 A3a 064
1 A4 153
1 P-A 005
2 P-A 007

# 2fd2247a
Energy: Metal
1 A1 181
1 A1 182
