# 2a763c0c
Energy: Grass
2 A1 001
2 A1 002
2 A1 004
2 A1 203
2 A1 219
1 A1 223
1 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 45f5b9fa
Energy: Grass
2 A1 001
2 A1 002
2 A1 004
2 A1 203
1 A1 219
1 A1 223
1 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 64c71375
Energy: Grass
2 A1 001
2 A1 002
2 A1 004
2 A1 203
2 A1 225
1 A1a 068
2 A2 022
2 A2 146
1 P-A 001
2 P-A 005
2 P-A 007

# 657cf47b
Energy: Grass
2 A1 001
1 A1 002
2 A1 004
2 A1 203
2 A1 219
1 A1 223
1 A1 225
2 A3 144
2 A3 147
2 P-A 005
1 P-A 006
2 P-A 007

# 6a4cf79c
Energy: Grass
2 A1 001
2 A1 002
2 A1 004
2 A1 203
2 A1 217
2 A1 219
1 A1 225
2 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007

# 83e05c8b
Energy: Grass
2 A1 001
2 A1 002
2 A1 004
2 A1 203
1 A1 210
1 A1 218
2 A1 219
2 A1 225
2 P-A 002
2 P-A 005
2 P-A 007

# 8436f4b7
Energy: Grass
2 A1 001
2 A1 002
2 A1 004
2 A1 203
2 A1 219
1 A1 223
2 A1 225
2 P-A 001
2 P-A 005
1 P-A 006
2 P-A 007

# fa5b84b0
Energy: Grass
2 A1 001
2 A1 002
2 A1 004
2 A1 203
2 A1 219
2 A2 022
1 A2 146
1 A2 148
1 A2 150
1 P-A 001
2 P-A 005
2 P-A 007
