# 0260a2da
Energy: Fire
1 A1 045
1 A1 225
1 A2 147
1 A2 155
2 A2b 008
2 A2b 010
2 A3 144
2 A3 155
1 A3b 009
1 A3b 034
2 A3b 055
2 P-A 005
2 P-A 007

# 1242440c
Energy: Fire
2 A1 033
1 A2 147
1 A2 150
2 A2b 010
2 A3 144
1 A3 155
2 A3b 009
2 A4 134
1 B1 217
2 B1 225
2 P-A 005
2 P-A 007

# 352a3f75
Energy: Fire
1 A1 045
1 A1 225
1 A2 146
1 A2 147
1 A2 155
2 A2b 008
2 A2b 010
2 A3 144
1 A3 155
1 A3b 009
1 A3b 034
2 A3b 055
2 P-A 005
2 P-A 007

# 391be964
Energy: Fire
2 A1 033
1 A1 225
1 A2 147
2 A2b 010
2 A3 037
2 A3 144
2 A3 150
1 A3b 009
1 A3b 055
1 P-A 001
2 P-A 005
1 P-A 006
2 P-A 007

# 46baee0f
Energy: Fire
2 A1 033
1 A1 034
1 A1 225
1 A2 155
2 A2b 010
1 A2b 070
2 A3 144
2 A3 155
2 A3b 009
2 A3b 055
2 P-A 005
2 P-A 007

# 4d822163
Energy: Fire
2 A1 225
2 A2b 008
1 A2b 009
2 A2b 010
1 A2b 070
1 A2b 071
2 A3 144
1 A3b 009
1 A4 134
2 B1 225
1 P-A 002
2 P-A 005
2 P-A 007

# 50793d15
Energy: Fire
1 A1 225
1 A2 155
2 A2b 008
1 A2b 009
2 A2b 010
1 A2b 069
1 A2b 070
2 A3 144
1 A3 155
1 A3b 008
1 A3b 009
2 A3b 055
2 P-A 005
2 P-A 007

# 6ee0507e
Energy: Fire
2 A1 033
1 A2 155
1 A2b 009
2 A2b 010
2 A2b 069
1 A3 144
1 A3 151
1 A3a 064
2 A3b 009
1 A3b 056
1 A4 077
1 A4 134
1 B1 217
1 P-A 006
2 P-A 007

# 81fc1f6a
Energy: Fire
1 A1 045
1 A2 147
2 A2b 008
2 A2b 010
1 A2b 069
1 A2b 070
2 A3 144
1 A3a 064
1 A3b 009
2 A3b 055
2 A4 077
2 P-A 005
2 P-A 007

# 82e79a65
Energy: Fire
1 A1 045
1 A1 225
1 A1a 061
1 A2 147
1 A2 155
2 A2b 008
2 A2b 010
2 A3 144
2 A3 155
1 A3b 009
1 A3b 034
1 A3b 055
2 P-A 005
2 P-A 007

# 8c198113
Energy: Fire
1 A1 225
1 A2 022
1 A2 146
1 A2 155
2 A2b 008
2 A2b 010
2 A3 144
2 A3 155
1 A3b 009
1 A3b 034
2 A3b 055
2 P-A 005
2 P-A 007

# 8d56eb36
Energy: Fire
2 A1 033
1 A1 225
1 A2 148
1 A2 155
1 A2b 009
2 A2b 010
2 A3 144
1 A3 155
2 A3b 009
2 A4 134
1 A4 157
1 A4 158
1 P-A 005
2 P-A 007

# 94977aec
Energy: Fire
1 A1 225
2 A2b 008
2 A2b 010
2 A2b 070
2 A2b 071
2 A3 144
2 A3b 009
2 A3b 055
1 A3b 066
2 P-A 005
2 P-A 007

# ce010778
Energy: Fire
1 A1 225
2 A2b 008
2 A2b 010
1 A2b 071
2 A3 144
1 A3b 009
1 B1 184
1 B1 217
2 B1 225
2 B2 145
1 B2b 008
1 B2b 069
2 P-A 005
1 P-A 007

# d38d5aad
Energy: Fire
2 A1 033
1 A1 225
1 A2 148
1 A2 155
1 A2b 009
2 A2b 010
2 A3 144
2 A3 155
2 A3b 009
2 A4 134
1 A4 158
1 P-A 005
2 P-A 007

# dbf25468
Energy: Fire
1 A1 033
1 A1 225
1 A2 147
1 A2b 008
1 A2b 009
2 A2b 010
2 A3 144
2 A3 155
1 A3b 009
1 A3b 034
2 A3b 055
2 P-A 005
1 P-A 006
2 P-A 007

# dfcfc2bf
Energy: Fire
1 A1 225
2 A2b 008
2 A2b 009
2 A2b 010
1 A2b 071
2 A3b 009
2 A4 134
2 B1 225
1 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007

# e45b6c19
Energy: Fire
1 A1 225
1 A2a 010
2 A2b 008
2 A2b 010
1 A2b 071
2 A3 144
2 A3 155
2 A3b 009
2 A3b 055
1 A3b 056
2 P-A 005
2 P-A 007
