# 4c2d569f
Energy: Fire
1 A1 033
1 A1a 068
2 A2 017
1 A2 155
2 A3 144
1 A3a 064
1 B1 033
1 B1 035
1 B1 036
2 B1 217
1 B1 223
2 B1 225
2 B1a 012
1 B1a 014
1 P-A 006

# 5cfa5ab0
Energy: Fire
1 A1 042
1 A2 147
1 A2 148
1 A3 144
1 A4a 010
1 B1 033
1 B1 034
1 B1 036
1 B1 217
1 B1 225
1 B1a 014
1 B2b 007
1 B2b 008
1 B2b 011
1 B3 151
1 P-A 001
2 P-A 005
2 P-A 007

# 5decb9e8
Energy: Fire
1 A1 225
1 A2 150
1 A2b 008
2 A3 144
1 A3 155
2 B1 033
2 B1 036
2 B1 217
1 B1a 011
1 B1a 012
2 B1a 014
1 P-A 002
1 P-A 005
2 P-A 007

# b6066610
Energy: Fire
2 A1 033
2 A2 150
2 A3 144
1 A3 151
2 A3 155
2 A4 032
1 B1 033
1 B1 036
1 B1 217
2 B1a 014
2 P-A 005
2 P-A 007

# c424861b
Energy: Fire
1 A2 148
1 A2 150
2 A3 144
1 A3 151
1 A3 155
1 B1 033
1 B1 036
2 B1 044
1 B1 217
2 B1 225
1 B1a 011
1 B1a 012
1 B1a 014
2 P-A 005
2 P-A 007

# e4525f92
Energy: Fire
2 A1 033
1 A1 225
1 A2 147
1 A2 150
2 A3 144
2 A3b 010
2 B1 033
2 B1 036
1 B1 217
1 B1 223
2 B1a 014
1 P-A 005
2 P-A 007

# f3872493
Energy: Fire
1 A1a 068
1 A2b 008
2 A3 144
1 A3 155
1 A3b 010
1 A4 032
1 B1 033
1 B1 034
1 B1 036
2 B1 217
1 B1 225
1 B1a 012
1 B1a 014
1 B1a 069
2 P-A 005
2 P-A 007
