# 1bb74e93
Energy: Metal
2 A2 015
2 A2 111
2 A2 115
2 A2 119
2 A2 147
2 A2 148
2 A2 150
2 P-A 002
2 P-A 005
2 P-A 007

# 24e47ac6
Energy: Metal
1 A1 223
2 A2 015
2 A2 115
2 A2 119
2 A2 147
1 A2 148
2 A2 150
1 A2 154
1 A2 155
2 P-A 001
2 P-A 005
2 P-A 007

# 344c147d
Energy: Metal
1 A1 225
2 A1a 060
1 A1a 068
2 A2 015
2 A2 115
2 A2 119
1 A2 146
1 A2 147
1 A2 148
2 A2 150
1 P-A 002
2 P-A 005
2 P-A 007

# 768d5633
Energy: Metal
1 A1 225
2 A1a 068
2 A2 015
2 A2 111
2 A2 115
2 A2 119
1 A2 147
2 A2 148
1 A2 150
1 A2 154
2 P-A 005
2 P-A 007

# 7ce2a9f7
Energy: Metal
2 A1 181
2 A1 182
1 A1a 032
1 A1a 068
2 A2 015
2 A2 115
2 A2 119
2 A2 148
2 P-A 001
2 P-A 005
2 P-A 007

# 8e81ec3d
Energy: Metal
1 A1a 068
1 A2 015
2 A2 115
2 A2 119
1 A2 120
2 A2 146
2 A2 148
1 A2 150
1 A2 154
2 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007

# b6852fa9
Energy: Metal
2 A1 225
2 A1a 068
2 A2 015
2 A2 115
2 A2 119
1 A2 120
2 A2 150
1 A2 154
2 P-A 001
2 P-A 005
2 P-A 007

# c97020aa
Energy: Metal
2 A1 225
2 A1a 068
2 A2 015
2 A2 115
2 A2 119
1 A2 120
1 A2 146
1 A2 150
1 A2 154
2 P-A 001
2 P-A 005
2 P-A 007

# ea89f62f
Energy: Metal
1 A1 223
1 A1 225
2 A1a 068
2 A2 015
1 A2 111
2 A2 115
2 A2 119
2 A2 147
1 A2 150
2 P-A 001
2 P-A 005
2 P-A 007
