# 2ab4c2db
Energy: Lightning
1 A2 022
2 A2 147
1 A2 150
1 A2 155
2 A2a 063
2 A2a 074
1 A2b 069
1 A2b 070
2 A3 066
1 A3 149
1 A3 151
2 P-A 005
1 P-A 006
2 P-A 007

# 4dd76d45
Energy: Psychic
1 A1 225
1 A2 147
1 A2 148
1 A2 150
2 A2a 063
2 A2a 074
1 A2b 070
2 A3 077
1 A3 080
2 A3 084
1 A3 151
1 A4 157
2 P-A 005
2 P-A 007

# 55e0dafb
Energy: Lightning
1 A1 223
1 A2 022
2 A2 147
1 A2 150
1 A2 155
2 A2a 063
2 A2a 074
2 A2b 070
2 A3 066
1 A3 149
1 A3 151
2 P-A 005
2 P-A 007

# cc5dc08c
Energy: Lightning
1 A1 225
1 A2 022
2 A2 147
1 A2 148
1 A2 150
2 A2a 063
2 A2a 074
2 A2b 070
2 A3 066
1 A3 151
2 P-A 005
1 P-A 006
2 P-A 007
