# 0258a7cd
Energy: Metal
1 A1 225
1 A2 150
2 A2b 070
2 A3a 064
1 A4 158
1 B1 225
1 B2 113
2 B2 148
1 B2 154
2 B3 147
2 P-A 001
2 P-A 006
2 P-A 007

# 05619ca9
Energy: Metal
1 A1 225
1 A2 150
1 A2 155
1 A2a 075
1 A2b 070
1 A2b 071
1 A3 142
1 A3 151
1 A4 153
1 B1 225
1 B2 113
2 B2 145
2 B2 148
1 B2 154
1 P-A 001
1 P-A 006
2 P-A 007

# 072ac2e5
Energy: Metal
1 A1 225
1 A2 150
2 A2b 070
1 A2b 071
1 A2b 072
1 A3a 064
1 A4 153
1 B1 225
1 B2 113
2 B2 148
1 B2 154
1 B2a 091
1 B3 147
2 P-A 001
1 P-A 006
2 P-A 007

# 09b9584b
Energy: Metal
1 A1 225
1 A2 150
1 A2a 075
2 A2b 070
1 A2b 071
1 A3 151
1 A3a 064
1 A4 153
1 B2 113
2 B2 145
2 B2 148
2 P-A 001
2 P-A 006
2 P-A 007

# 0b61ea7e
Energy: Metal
2 A1 225
2 A2 150
1 A2a 075
2 A2b 070
2 A3a 064
1 A4 153
1 B2 113
2 B2 145
2 B2 148
1 B2 154
2 P-A 001
2 P-A 007

# 1856c340
Energy: Metal
1 A1 225
1 A2 150
1 A2a 075
2 A2b 070
1 A3 151
1 A3a 064
1 A4 153
1 B1 225
1 B2 113
2 B2 145
2 B2 148
1 B2 154
2 P-A 001
1 P-A 006
2 P-A 007

# 19075388
Energy: Metal
2 A1 225
1 A2 150
2 A2b 070
1 A4 153
1 B1 225
1 B2 113
2 B2 145
2 B2 148
1 B2 154
2 B2a 091
2 P-A 001
1 P-A 006
2 P-A 007

# 1ef7da17
Energy: Metal
2 A1 225
1 A2 148
1 A2a 075
2 A2b 070
1 A2b 071
2 A3 142
1 A3 151
1 A3a 064
1 B1 225
1 B2 113
2 B2 148
1 B2 154
2 P-A 001
2 P-A 007

# 21203e4b
Energy: Metal
2 A1 225
2 A2a 075
2 A2b 070
1 A3 151
1 A4 153
