# 18b5f50c
Energy: Lightning
2 A1 102
2 A1 195
1 A1 203
1 A1 223
2 A1 225
1 A1a 030
2 A1a 061
1 A1a 068
2 P-A 002
2 P-A 005
2 P-A 007
2 P-A 022

# 3edb707e
Energy: Lightning
2 A1 102
2 A1 195
1 A1 203
2 A1 206
1 A1 223
2 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007
2 P-A 022

# 4bb0e350
Energy: Lightning
2 A1 102
1 A1 104
2 A1 195
2 A1 206
1 A1 223
2 A1 225
1 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007
2 P-A 022

# 5db561d3
Energy: Lightning
2 A1 102
1 A1 104
2 A1 195
2 A1 206
1 A1 223
2 A1 225
2 P-A 001
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007
2 P-A 022

# 7afaa05d
Energy: Lightning
2 A1 102
1 A1 194
1 A1 195
1 A1 203
2 A1 206
2 A1 223
2 A1 225
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007
2 P-A 022

# 7c8f77a5
Energy: Lightning, Water
2 A1 083
2 A1 102
1 A1 195
1 A1 203
2 A1 220
1 A1 223
2 A1 225
2 A1a 061
2 P-A 002
2 P-A 005
2 P-A 007
1 P-A 022

# 805f0841
Energy: Lightning
2 A1 102
1 A1 194
1 A1 195
2 A1 206
1 A1 223
2 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007
2 P-A 022

# 8d20ca87
Energy: Lightning
2 A1 102
1 A1 104
2 A1 193
2 A1 195
2 A1 206
1 A1 223
2 A1 225
2 P-A 001
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 97be49ba
Energy: Lightning
2 A1 102
2 A1 193
1 A1 194
2 A1 195
2 A1 203
2 A1 206
1 A1 223
1 A1 225
1 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 988016ca
Energy: Lightning
2 A1 102
2 A1 195
1 A1 203
2 A1 206
2 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007
2 P-A 022

# 994bb8ab
Energy: Lightning
2 A1 102
1 A1 104
1 A1 194
1 A1 195
1 A1 198
2 A1 206
1 A1 223
2 A1 225
1 P-A 001
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007
2 P-A 022

# 9f088f5f
Energy: Lightning
2 A1 102
2 A1 195
2 A1 203
1 A1 223
1 A1 225
2 A1a 061
1 A1a 068
2 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007
2 P-A 022

# ab9af20d
Energy: Lightning
2 A1 102
1 A1 195
2 A1 203
1 A1 223
2 A1 225
2 A1a 061
1 A1a 068
2 P-A 001
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007
1 P-A 022
