# 4d42eac9
Energy: Lightning
1 A1 098
1 A1 225
1 A1a 027
1 A1a 028
1 A2 150
1 A2 155
1 A3a 021
1 A3a 065
1 A4 151
1 B1 093
1 B1 223
1 B1 225
1 B1 226
1 B1a 024
1 B1a 026
1 B1a 028
1 B1a 029
1 B1a 068
1 P-A 005
1 P-A 007

# e59d4262
Energy: Lightning
2 A1 098
1 A1 225
2 A1a 028
1 A2 150
1 A2 155
2 B1 093
1 B1 223
1 B1 226
2 B1a 024
2 B1a 026
1 B1a 068
2 P-A 005
2 P-A 007

# ed197d60
Energy: Lightning
2 A1 098
2 A1 223
1 A1 225
2 A1a 028
1 A2 150
2 B1 093
1 B1 223
2 B1 226
2 B1a 024
2 B1a 026
1 B1a 068
2 P-A 007
