# 50d476bc
Energy: Fighting
2 A1 141
1 A1 142
1 A1 154
1 A1 225
1 A1a 047
1 A1a 052
2 A2 091
2 A2 092
1 A2 147
1 A2 148
1 A2 150
1 A2 155
1 P-A 002
2 P-A 005
2 P-A 007

# 9597fcbf
Energy: Fighting
1 A1 141
1 A1 142
1 A1 225
2 A1a 047
1 A1a 068
2 A2 091
2 A2 092
1 A2 147
2 A2 150
1 A2a 036
2 P-A 002
2 P-A 005
2 P-A 007

# 9ae3c97d
Energy: Fighting
1 A1 141
1 A1 142
1 A1 155
1 A1 225
1 A1a 047
1 A2 091
2 A2 092
2 A2 146
1 A2 147
1 A2 148
2 A2 150
1 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007

# f0dcf9ff
Energy: Fighting
1 A1 141
1 A1 142
1 A1 154
1 A1 223
1 A1 225
1 A1a 048
1 A1a 068
2 A2 091
2 A2 092
1 A2 146
1 A2 147
1 A2 148
1 A2 150
1 P-A 002
2 P-A 005
2 P-A 007

# fab4ffa3
Energy: Fighting
1 A1 141
1 A1 142
1 A1 225
2 A1a 047
1 A1a 068
2 A2 091
2 A2 092
2 A2 147
2 A2 150
1 A2a 036
1 P-A 002
2 P-A 005
2 P-A 007
