# 07506064
Energy: Lightning
2 A1a 068
2 A2 022
1 A2 146
2 A2 147
2 A2 150
2 A2a 025
2 A2a 026
2 A2a 071
1 A2a 073
2 A2b 111
2 P-A 007

# 3652dc2d
Energy: Lightning
2 A2 056
2 A2 057
1 A2 146
1 A2 147
2 A2 150
2 A2 153
2 A2a 025
2 A2a 026
2 A2a 071
2 P-A 005
2 P-A 007

# 3cceb64d
Energy: Lightning
2 A1 094
2 A1 198
2 A2 146
2 A2 147
2 A2 150
1 A2 154
2 A2a 026
1 A2a 069
2 A2a 071
2 P-A 005
2 P-A 007

# 3f3326be
Energy: Lightning
2 A2 147
2 A2 150
1 A2 155
2 A2a 025
2 A2a 026
2 A2a 071
1 A2b 070
2 A3 066
1 A3 149
1 A3 151
2 P-A 005
2 P-A 007

# 3f5dc8df
Energy: Lightning
1 A1 223
1 A1 225
1 A2 061
2 A2 147
1 A2 148
2 A2 150
1 A2 154
2 A2a 025
2 A2a 026
1 A2a 069
2 A2a 071
2 P-A 005
2 P-A 007

# 4d1233a2
Energy: Lightning
1 A1 225
2 A1a 068
1 A2 022
1 A2 146
2 A2 147
1 A2 150
2 A2a 025
2 A2a 026
2 A2a 071
1 A2a 073
1 P-A 002
2 P-A 005
2 P-A 007

# 507a561f
Energy: Lightning
2 A1 198
1 A1 223
2 A2 141
2 A2 150
2 A2a 025
2 A2a 026
1 A2a 070
2 A2a 071
2 P-A 002
2 P-A 005
2 P-A 007

# 62006e0a
Energy: Lightning
1 A1 225
1 A1a 068
1 A2 022
2 A2 147
1 A2 150
1 A2 155
2 A2a 025
2 A2a 026
2 A2a 071
2 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007

# 638a0eea
Energy: Lightning
2 A1 225
2 A1a 068
2 A2 022
1 A2 146
2 A2 147
2 A2a 025
2 A2a 026
2 A2a 071
1 A2a 073
2 P-A 005
2 P-A 007

# 6e99edd0
Energy: Lightning
2 A2a 025
2 A2a 026
2 A2a 063
2 A2a 071
2 A2a 074
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 006
2 P-A 007

# 6f81e1d8
Energy: Lightning
2 A1 094
2 A1 198
2 A2 146
2 A2 147
2 A2 150
2 A2a 026
2 A2a 069
2 A2a 071
2 P-A 005
2 P-A 007

# 744cddb8
Energy: Lightning
2 A1a 025
2 A1a 068
2 A2 147
1 A2 150
2 A2a 026
2 A2a 027
2 A2a 028
2 A2a 071
1 P-A 002
2 P-A 005
2 P-A 007

# 864bcb4f
Energy: Lightning
1 A1 225
2 A2 022
2 A2 148
2 A2 150
2 A2a 025
2 A2a 026
2 A2a 071
1 A2a 073
2 P-A 002
2 P-A 005
2 P-A 007

# 945debd7
Energy: Lightning
2 A1a 068
2 A2 022
1 A2 146
2 A2 147
2 A2 150
2 A2a 025
2 A2a 026
2 A2a 071
1 A2a 073
2 P-A 005
2 P-A 007

# b248e5f4
Energy: Lightning
1 A1a 068
2 A2 056
2 A2 057
1 A2 147
2 A2 150
2 A2 153
2 A2a 025
2 A2a 026
2 A2a 071
2 P-A 005
2 P-A 007

# b6d90a9b
Energy: Lightning
2 A1a 068
2 A2 022
1 A2 146
2 A2 147
2 A2 150
2 A2a 025
2 A2a 026
2 A2a 071
1 P-A 001
2 P-A 005
2 P-A 007

# be09b6e8
Energy: Lightning
1 A1 225
1 A1a 068
2 A2 147
1 A2 150
2 A2a 025
2 A2a 026
2 A2a 027
2 A2a 028
2 A2a 071
1 P-A 002
2 P-A 005
2 P-A 007

# be8d5039
Energy: Lightning
1 A2 150
1 A2 154
1 A2 155
2 A2a 025
2 A2a 026
2 A2a 071
1 A2b 069
1 A2b 070
1 A3 149
1 A3 151
2 A3a 021
2 P-A 005
1 P-A 006
2 P-A 007

# c4403bec
Energy: Lightning
2 A1 094
1 A2 147
1 A2 148
2 A2 150
2 A2a 026
2 A2a 071
1 A2b 070
2 A3 066
1 A3 149
1 A3 151
2 P-A 005
1 P-A 006
2 P-A 007

# d2fd7dc5
Energy: Lightning
1 A1 223
1 A1 225
1 A2 061
2 A2 147
1 A2 148
1 A2 150
1 A2 154
1 A2 155
2 A2a 025
2 A2a 026
1 A2a 069
2 A2a 071
2 P-A 005
2 P-A 007

# dab82e50
Energy: Lightning
2 A1 225
1 A2 150
2 A2a 025
2 A2a 026
2 A2a 071
2 A3a 021
1 A3a 065
2 A4 066
2 A4 151
2 P-A 005
2 P-A 007

# dac06def
Energy: Lightning
1 A1 223
1 A2 147
2 A2 150
2 A2a 025
2 A2a 026
2 A2a 071
1 A2b 070
1 A3 066
1 A3 149
2 A3a 065
1 P-A 002
2 P-A 005
2 P-A 007

# deccd488
Energy: Lightning
2 A1a 056
2 A1a 068
1 A2 146
1 A2 147
1 A2 148
2 A2 150
1 A2 155
2 A2a 025
2 A2a 026
2 A2a 071
2 P-A 005
2 P-A 007

# e02a6db6
Energy: Lightning
1 A1 225
1 A1a 068
1 A2 147
1 A2 148
1 A2 150
2 A2a 025
2 A2a 026
2 A2a 027
2 A2a 028
2 A2a 071
1 P-A 001
2 P-A 005
2 P-A 007

# f8f42496
Energy: Lightning
2 A1 094
1 A2 147
1 A2 150
2 A2a 026
2 A2a 071
1 A2b 070
2 A3 066
1 A3 149
1 A3 151
2 A3a 065
2 P-A 005
1 P-A 006
2 P-A 007

# fe18919b
