# 00277965
Energy: Grass
1 A2 150
1 A2b 070
1 B1 109
2 B1 225
1 B1a 067
1 B2 147
1 B3 147
2 B3b 001
2 B3b 002
2 B3b 003
1 B3b 059
1 B3b 060
2 P-A 005
2 P-A 007

# 03630228
Energy: Grass
1 A1 223
1 A2 150
2 A3 147
2 B1 225
1 B1a 067
2 B3b 001
2 B3b 002
2 B3b 003
1 B3b 059
1 B3b 060
1 B3b 065
2 P-A 005
2 P-A 007

# 04f40478
Energy: Grass
1 A2 150
1 A3 147
1 B1 120
1 B1 225
2 B1a 067
1 B2 147
1 B3 153
2 B3b 001
2 B3b 002
2 B3b 003
1 B3b 059
1 B3b 060
2 P-A 005
2 P-A 007

# 094b78a7
Energy: Grass
1 A2 150
1 A2b 070
1 B1 120
2 B1 225
2 B1a 067
2 B3 153
2 B3b 001
2 B3b 002
2 B3b 003
1 B3b 059
1 B3b 060
1 P-A 005
2 P-A 007

# 18a4f6dd
Energy: Grass
1 A1 223
1 A1 225
1 A2 147
1 A2 148
1 A2 150
2 B1 225
1 B1a 067
1 B3 153
2 B3b 001
2 B3b 002
2 B3b 003
1 B3b 059
1 B3b 060
1 P-A 005
2 P-A 007

# 1c80524c
Energy: Grass
1 A1 223
1 A1 225
1 A2 148
1 A2 150
2 B1 225
1 B1a 067
1 B3 153
2 B3b 001
2 B3b 002
2 B3b 003
1 B3b 059
1 B3b 060
1 P-A 005
1 P-A 006
2 P-A 007

# 1e0e7e27
Energy: Grass
1 A1 225
1 A2 148
1 A2 150
1 A4 158
2 B1 225
1 B1a 067
2 B3b 001
2 B3b 002
2 B3b 003
1 B3b 059
1 B3b 060
2 P-A 005
1 P-A 006
2 P-A 007

# 2260aa6d
Energy: Grass
1 A2 150
1 A3 147
1 B1 120
2 B1 225
1 B1a 067
1 B3 153
2 B3b 001
2 B3b 002
2 B3b 003
1 B3b 059
1 B3b 060
1 P-A 002
2 P-A 005
2 P-A 007

# 28b86f5c
Energy: Grass
1 A2 150
1 A3 147
1 B1 120
1 B1 225
1 B1a 067
1 B2 145
1 B3 153
2 B3b 001
2 B3b 002
2 B3b 003
1 B3b 059
1 B3b 060
1 B3b 065
2 P-A 005
2 P-A 007

# 2b71feb6
Energy: Grass
1 A1 223
1 A2 144
1 A2 150
2 B1 225
1 B1a 067
1 B2 147
1 B3 147
2 B3b 001
2 B3b 002
2 B3b 003
1 B3b 059
1 B3b 060
2 P-A 005
2 P-A 007

# 2c97fe55
Energy: Grass
1 A2b 070
1 B1 120
2 B1 225
2 B1a 067
1 B2 147
2 B3b 001
2 B3b 002
2 B3b 003
1 B3b 059
1 B3b 060
1 P-A 002
2 P-A 005
2 P-A 007

# 359b09bb
Energy: Grass
1 A1 225
1 A2 150
1 A3 147
2 B1 225
1 B1a 067
1 B3 153
2 B3b 001
2 B3b 002
2 B3b 003
1 B3b 059
1 B3b 060
1 P-A 002
2 P-A 005
2 P-A 007

# 3a888d7a
Energy: Grass
1 A1 225
2 A2 148
1 A2 150
2 B1 225
2 B3b 001
2 B3b 002
2 B3b 003
1 B3b 059
1 B3b 060
1 B3b 065
1 B3b 069
2 P-A 005
2 P-A 007

# 3c07b6b3
Energy: Grass
1 A1 219
1 A1 225
2 A2 148
1 A2 150
1 A2b 070
2 B1 225
1 B3 153
2 B3b 001
2 B3b 002
2 B3b 003
1 B3b 059
1 B3b 060
1 P-A 005
2 P-A 007

# 3db3d721
Energy: Grass
1 A1 223
1 A1 225
1 A1a 063
1 A2 150
2 B1 225
1 B1a 067
1 B2 147
1 B3 153
2 B3b 001
2 B3b 002
2 B3b 003
1 B3b 059
1 B3b 060
1 P-A 005
2 P-A 007

# 3e5a84f8
Energy: Grass
1 A1 225
1 A2 150
1 A2b 070
1 A3 147
1 B1 225
1 B1a 067
1 B2 147
2 B3b 001
2 B3b 002
2 B3b 003
1 B3b 059
1 B3b 060
1 B3b 065
2 P-A 005
2 P-A 007

# 41f4af36
Energy: Grass
1 A2 150
1 B1 120
2 B1 225
1 B1a 067
1 B2 145
1 B2 147
1 B3 153
2 B3b 001
2 B3b 002
2 B3b 003
1 B3b 059
1 B3b 060
2 P-A 005
2 P-A 007

# 434cf716
Energy: Grass
1 A1 225
1 A2 150
1 A2b 070
1 B1 225
1 B1a 067
1 B2 147
1 B3 153
2 B3b 001
2 B3b 002
2 B3b 003
1 B3b 059
1 B3b 060
1 B3b 065
2 P-A 005
2 P-A 007

# 486d293b
Energy: Grass
1 A2 150
1 A2b 070
2 A3 147
1 B1 120
1 B1 225
1 B1a 067
1 B3 153
2 B3b 001
2 B3b 002
2 B3b 003
1 B3b 059
1 B3b 060
2 P-A 005
2 P-A 007

# 498d706b
Energy: Grass
1 A1 223
1 A2 150
1 B1 120
2 B1 225
1 B1a 067
1 B3 153
2 B3b 001
2 B3b 002
2 B3b 003
1 B3b 059
1 B3b 060
2 P-A 005
1 P-A 006
2 P-A 007

# 4b1e864c
Energy: Grass
1 A2 148
1 A2 150
2 B1 225
1 B1a 067
1 B2b 069
1 B3 147
2 B3b 001
2 B3b 002
2 B3b 003
1 B3b 059
1 B3b 060
1 P-A 002
2 P-A 005
2 P-A 007

# 4da1183f
Energy: Grass
1 A1 225
1 A2 150
1 A2b 070
1 A3 147
1 B1 225
1 B1a 067
1 B3 153
2 B3b 001
2 B3b 002
2 B3b 003
1 B3b 059
1 B3b 060
1 B3b 065
2 P-A 005
2 P-A 007

# 523905a3
Energy: Grass
1 A1 223
1 A2 150
1 B1 120
2 B1 225
1 B1a 067
1 B2 147
1 B3 153
2 B3b 001
2 B3b 002
2 B3b 003
1 B3b 059
1 B3b 060
2 P-A 005
2 P-A 007

# 53d831cf
Energy: Grass
1 A1 223
1 A1 225
1 A2 148
1 A2 150
2 B1 225
1 B1a 067
2 B3b 001
2 B3b 002
2 B3b 003
1 B3b 059
1 B3b 060
2 P-A 005
1 P-A 006
2 P-A 007

# 689ff72e
Energy: Grass
1 A1 223
1 A1 225
1 A2 148
1 A2 150
2 B1 225
2 B1a 067
1 B3 153
2 B3b 001
2 B3b 002
2 B3b 003
1 B3b 059
1 B3b 060
1 P-A 005
2 P-A 007

# 69c80680
Energy: Grass
1 A1 223
1 A1 225
1 A2 148
1 A2 150
2 B1 225
1 B1a 067
1 B2 147
2 B3b 001
2 B3b 002
2 B3b 003
1 B3b 059
1 B3b 060
2 P-A 005
2 P-A 007

# 6c4a32cb
Energy: Grass
1 A1 225
1 A2 148
1 A2 150
2 B1 225
1 B1a 067
1 B2 147
1 B3 153
2 B3b 001
2 B3b 002
2 B3b 003
1 B3b 059
1 B3b 060
2 P-A 005
2 P-A 007

# 6d0a41bb
Energy: Grass
1 A1 225
1 A2 150
1 B1 120
1 B1 225
1 B1a 067
1 B3 153
2 B3b 001
2 B3b 002
2 B3b 003
1 B3b 059
1 B3b 060
1 B3b 065
1 P-A 002
2 P-A 005
2 P-A 007

# 6f204764
Energy: Grass
1 A1 225
1 A2 150
2 B1 225
1 B1a 067
1 B2 017
1 B3 153
2 B3b 001
2 B3b 002
2 B3b 003
1 B3b 059
1 B3b 060
1 B3b 065
1 P-A 002
