# 031cbcca
Energy: Metal
1 A1 225
1 A1a 068
1 A2 111
1 A3 151
1 A4 153
1 B1 225
2 B2 145
1 B2 147
2 B2 148
2 B2a 054
1 B2a 077
2 B2a 078
2 P-A 005
2 P-A 007

# 2d0e9ecd
Energy: Metal
2 A2b 036
2 A4 156
2 B1 225
2 B2 145
2 B2 146
2 B2 148
2 B2a 078
2 P-A 001
2 P-A 006
2 P-A 007

# 5d27a9cf
Energy: Metal
1 A1a 068
1 A2b 070
1 A2b 072
1 A3 151
1 B1 225
1 B2 147
2 B2 148
1 B2 153
2 B2a 054
2 B2a 078
1 B2a 091
2 P-A 001
1 P-A 005
1 P-A 006
2 P-A 007

# 8af94f9a
Energy: Metal
1 A1 225
1 A2 111
1 A2 147
1 A2b 070
1 A3 151
2 A4 153
1 B1 225
2 B2 145
2 B2 148
2 B2a 054
2 B2a 078
2 B2b 066
2 P-A 007

# 8c9b34ef
Energy: Metal
1 A2b 070
1 A3 151
1 B1 225
2 B2 148
1 B2 150
2 B2a 054
2 B2a 078
1 B2a 091
1 B2b 069
1 B3 147
2 P-A 001
1 P-A 002
1 P-A 005
1 P-A 006
2 P-A 007

# a3beea3f
Energy: Metal
1 A2 155
1 A2b 070
1 A3 151
2 A4 153
1 B1 225
2 B2 145
2 B2 148
2 B2a 054
2 B2a 078
1 B2a 091
1 B2a 093
1 P-A 005
1 P-A 006
2 P-A 007

# c02a2ec5
Energy: Metal
1 A1 225
1 A2 111
2 A2b 070
1 A3 151
2 A4 153
1 B1 225
2 B2 145
2 B2 148
2 B2a 054
2 B2a 078
1 B2b 069
1 P-A 006
2 P-A 007

# d0cf0fbd
Energy: Metal
2 A2 146
2 A2 150
2 A2b 036
1 A3 123
2 A3 151
2 A4 153
2 B1 225
2 B2a 078
1 P-A 002
2 P-A 005
2 P-A 007

# d5b21984
Energy: Metal
1 A2 155
1 A2b 070
1 A2b 072
1 A3 151
1 B1 225
2 B2 145
1 B2 147
2 B2 148
1 B2 153
2 B2a 054
2 B2a 078
1 B2a 091
1 P-A 005
1 P-A 006
2 P-A 007

# ee9bbc92
Energy: Metal
2 A2 148
1 A2b 070
1 A3 151
2 B1 225
2 B2 145
2 B2 148
2 B2a 054
2 B2a 078
1 B2a 093
2 P-A 005
1 P-A 006
2 P-A 007

# fa5b70be
Energy: Metal
1 A1 225
1 A2 111
1 A2 147
1 A2b 070
1 A3 151
2 A4 153
1 B1 225
2 B2 145
2 B2 148
2 B2a 054
2 B2a 078
1 B2b 065
1 P-A 005
2 P-A 007
