# 08a35352
Energy: Lightning
1 A2 060
2 A2 153
2 A3 144
2 A3a 013
1 A3a 014
2 A3a 021
2 A4 066
1 B1 088
1 B1 223
1 B1 225
2 P-A 005
1 P-A 006
2 P-A 007

# 4cc3c750
Energy: Lightning
1 A1 225
2 A2 058
2 A2 060
1 A2 147
2 A2 153
1 A3a 014
2 A3a 021
2 A4 066
2 A4 151
1 B1 225
2 P-A 005
2 P-A 007

# 4ef7e515
Energy: Lightning
2 A2 060
1 A2 146
2 A2 153
2 A3 066
2 A3 144
1 A3 151
1 A3 155
2 A3a 013
1 A3a 014
2 A4 066
2 P-A 005
2 P-A 007

# 52bba8d3
Energy: Lightning
2 A2 058
2 A2 060
1 A2 147
2 A2 153
2 A3 144
1 A3a 014
2 A3a 021
2 A4 066
2 A4 151
2 P-A 005
2 P-A 007

# 6bf42080
Energy: Lightning
2 A2 058
2 A2 060
2 A2 153
2 A3 144
2 A3a 021
2 A4 066
2 A4 151
1 A4 158
2 P-A 005
1 P-A 006
2 P-A 007

# 86484250
Energy: Lightning
2 A2 060
1 A2 150
2 A2 153
2 A3 066
2 A3 144
1 A3 151
1 A3 155
2 A3a 013
2 A4 066
1 A4 158
1 P-A 005
1 P-A 006
2 P-A 007

# 943aa059
Energy: Lightning
2 A2 058
2 A2 060
1 A2 146
1 A2 153
1 A3 066
2 A3 144
1 A3 151
2 A3a 021
2 A4 066
2 A4 151
2 P-A 005
2 P-A 007

# b11fb4e5
Energy: Lightning
1 A1 225
2 A2 058
1 A2 059
2 A2 060
1 A2 150
2 A2 153
1 A2 155
2 A3a 021
2 A4 066
2 A4 151
2 P-A 005
2 P-A 007

# b22d2651
Energy: Lightning
2 A2 058
2 A2 060
2 A2 153
2 A3 066
2 A3 144
1 A3a 065
2 A4 066
1 B1 087
1 B1 223
1 B1 225
2 P-A 005
2 P-A 007

# c480464c
Energy: Lightning
2 A2 058
1 A2 059
2 A2 060
1 A2 147
1 A2 148
2 A2 153
1 A3 066
1 A3 144
2 A4 066
2 B1 225
1 B2a 093
2 P-A 005
2 P-A 007

# d204f99f
Energy: Lightning
1 A2 059
2 A2 060
1 A2 146
1 A2 147
2 A2 153
1 A2b 069
2 A3 144
2 A3a 013
2 A4 066
2 A4 151
2 P-A 005
2 P-A 007

# ed4ae56c
Energy: Lightning
2 A2 060
1 A2 146
1 A2 147
2 A2 153
1 A2 155
2 A3 144
2 A3a 013
1 A3a 014
2 A3a 021
2 A4 066
2 P-A 005
2 P-A 007

# edb935d9
Energy: Lightning
2 A2 060
1 A2 146
2 A2 153
1 A2 155
2 A3 144
2 A3a 013
2 A3a 021
2 A4 066
2 A4 151
2 P-A 005
2 P-A 007

# f30bcfbb
Energy: Lightning
2 A2 058
2 A2 060
1 A2 150
2 A2 153
2 A3 144
2 A3a 021
2 A4 066
2 A4 151
1 A4 158
2 P-A 005
2 P-A 007
