# 4596513b
Energy: Lightning
1 A2 147
1 A2 154
2 A3a 013
2 A3a 014
2 A3a 015
1 A3a 021
2 A3a 064
2 A3a 065
1 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# a6d25a69
Energy: Lightning
1 A2 147
1 A2 150
1 A2 153
1 A2b 069
1 A3 066
2 A3 144
1 A3 151
2 A3a 013
1 A3a 014
2 A3a 015
1 A3a 021
1 A3a 065
1 P-A 002
2 P-A 005
2 P-A 007

# b4f09738
Energy: Lightning
1 A2 147
1 A2 154
1 A3 155
2 A3a 013
2 A3a 014
2 A3a 015
2 A3a 064
2 A3a 065
1 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# bc1b780e
Energy: Lightning
1 A2 059
1 A2 147
1 A2 150
1 A2 153
1 A2b 069
1 A3 066
2 A3 144
2 A3a 013
2 A3a 015
1 A3a 021
1 A3a 065
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007
