# 260274b1
Energy: Fire
2 A1 033
1 A1 036
1 A1 225
1 A2 148
1 A2 150
2 A4a 010
2 B1 217
1 B1 223
1 B2 017
1 B2 147
2 B2b 008
1 B2b 009
2 P-A 005
2 P-A 007

# 4946113b
Energy: Fire
2 A1 033
1 A1 036
1 A1 225
1 A2 148
1 A2 150
1 A2b 070
2 A4a 010
2 B1 217
1 B1 223
1 B1 225
2 B2b 008
1 B2b 009
2 P-A 005
2 P-A 007

# 7dc2cc70
Energy: Fire
1 A1 036
1 A1 225
1 A2 148
1 A2 150
2 A2b 008
1 A2b 070
2 A4a 010
2 B1 217
1 B1 223
1 B2 147
2 B2b 008
1 B2b 009
2 P-A 005
2 P-A 007

# 87ed4876
Energy: Fire
1 A1 036
1 A1 225
1 A2 148
2 A2b 008
1 A2b 070
1 A3 151
2 A4a 010
2 B1 217
1 B1 223
1 B1 225
2 B2b 008
1 B2b 009
2 P-A 005
2 P-A 007

# 8e87411b
Energy: Fire
2 A1 033
1 A1 034
1 A1 036
2 A1 047
1 A1 206
1 A1 225
1 A2 147
1 A2 148
1 A2a 071
1 A3 155
1 A3b 009
1 A4a 010
1 B1 217
1 B1 225
1 B2b 008
1 B2b 009
1 P-A 005
1 P-A 007

# 93de07ce
Energy: Fire
2 A1 033
1 A1 036
1 A1 225
1 A2 148
1 A2 150
1 A2b 070
1 A4 034
1 A4a 010
2 B1 217
1 B1 223
1 B1 225
2 B2b 008
1 B2b 009
2 P-A 005
2 P-A 007

# a7f22ea1
Energy: Fire
1 A1 036
1 A1 225
1 A2 148
1 A2 150
2 A2b 008
1 A2b 070
2 A4a 010
2 B1 217
1 B1 223
1 B1 225
2 B2b 008
1 B2b 009
2 P-A 005
2 P-A 007

# b1fe6819
Energy: Fire
2 A1 033
1 A1 036
1 A1 047
1 A1 225
2 A2 147
2 A4a 010
2 B1 217
2 B1 225
1 B1a 012
1 B2b 008
1 B2b 009
2 P-A 005
2 P-A 007

# fcc0f783
Energy: Fire
1 A1 036
1 A1 225
1 A2 148
1 A2 150
2 A2b 008
1 A2b 071
2 A4a 010
2 B1 217
1 B1 223
1 B1 225
1 B1a 012
1 B2b 008
1 B2b 009
2 P-A 005
2 P-A 007
