# 00287764
Energy: Fighting
1 A2 150
1 A2 155
2 A2b 066
2 A3a 060
2 A3a 061
1 A4 156
2 B1 109
2 B1 225
1 B1 226
2 B1a 042
2 P-A 005
2 P-A 007

# 13188d5b
Energy: Fighting
1 A1 225
1 A2 150
1 A2 155
2 A3a 060
2 A3a 061
2 A4 156
2 B1 225
2 B1a 042
2 B1a 062
1 B2a 093
2 P-A 005
2 P-A 007

# 183f2d21
Energy: Fighting
1 A1 225
1 A2 150
1 A2 155
2 A3a 060
2 A3a 061
1 A4 156
1 B1 223
1 B1 225
2 B1a 042
2 B1a 062
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 4203488e
Energy: Fighting
1 A2 150
2 A3a 060
2 A3a 061
1 A3a 067
1 A4 156
1 B1 225
2 B1a 042
2 B1a 062
1 B2 017
1 B2 145
1 B2 150
1 B2 153
2 P-A 005
2 P-A 007

# 505a2b5e
Energy: Fighting
1 A2 147
1 A2 150
2 A3a 060
2 A3a 061
1 A3a 067
1 A4 156
1 B1 225
2 B1a 042
2 B1a 062
1 B2 017
1 B2 150
1 B2 153
2 P-A 005
2 P-A 007

# 60d4b12d
Energy: Fighting
1 A1 225
2 A2 150
2 A3a 060
2 A3a 061
2 A3a 067
2 A4 156
1 B1 223
1 B1 225
1 B1a 042
1 B1a 062
2 P-A 002
1 P-A 005
2 P-A 007

# 78b3c10e
Energy: Fighting
1 A1 225
1 A2 150
1 A2 155
1 A2b 070
2 A3a 060
2 A3a 061
1 A3a 067
1 A4 032
1 A4 066
1 A4 156
1 B1 223
1 B1 225
1 B1a 042
1 B1a 062
2 P-A 005
2 P-A 007

# 8d5a3066
Energy: Fighting
2 A2 148
1 A2 150
2 A2b 066
2 A3a 060
2 A3a 061
2 A3a 067
2 A4 156
1 B1 225
1 B1 226
2 B1a 042
1 P-A 005
2 P-A 007

# 902a0599
Energy: Fighting
1 A1 225
1 A2 150
1 A2 155
2 A3a 060
2 A3a 061
2 A3a 067
2 A4 156
1 B1 225
2 B1a 042
1 B1a 062
1 P-A 002
2 P-A 005
2 P-A 007

# a0184ee7
Energy: Fighting
1 A2 148
1 A2 150
1 A2 154
1 A2 155
1 A2b 070
1 A2b 072
1 A3a 060
1 A3a 061
1 A3a 067
1 A4 101
1 A4 156
1 B1 225
1 B1a 042
1 B1a 062
1 B1a 069
1 P-A 002
2 P-A 005
2 P-A 007

# abdda1f4
Energy: Fighting
1 A2 150
2 A3a 060
2 A3a 061
2 A3a 067
2 A4 156
1 B1 225
2 B1a 042
2 B1a 062
1 B1a 069
1 P-A 002
2 P-A 005
2 P-A 007

# ae2d0bfc
Energy: Fighting
2 A1 225
1 A2 150
2 A3a 060
2 A3a 061
2 A3a 067
2 A4 156
1 B1 225
2 B1a 042
1 B1a 062
1 P-A 002
2 P-A 005
2 P-A 007

# b0ddf590
Energy: Fighting
1 A1 225
1 A2 150
2 A3a 060
2 A3a 061
1 A3a 067
1 A4 101
2 A4 156
1 B1 225
2 B1a 042
2 B1a 062
1 B1a 069
2 P-A 005
2 P-A 007

# b5371415
Energy: Fighting
1 A1 225
1 A2 150
1 A2 155
1 A2b 070
2 A3a 060
2 A3a 061
1 A3a 067
1 A4 032
2 A4 066
1 A4 156
1 B1 223
1 B1a 042
1 B1a 062
2 P-A 005
2 P-A 007

# bbdd85b3
Energy: Fighting
1 A1 225
1 A2 150
1 A2 155
2 A2b 066
2 A2b 070
1 A3a 060
1 A3a 061
1 A4 102
1 A4 156
1 B1 225
2 B1a 042
1 B1a 069
1 P-A 001
1 P-A 002
1 P-A 005
2 P-A 007

# c08392a3
Energy: Fighting
1 A1 225
2 A2 148
1 A2 150
1 A2 155
2 A3a 060
2 A3a 061
2 A3a 067
2 A4 156
1 B1 225
2 B1a 042
1 B1a 062
1 P-A 005
2 P-A 007

# d0480ff3
Energy: Fighting
2 A1 225
1 A2 150
2 A3a 060
2 A3a 061
2 A3a 067
2 A4 156
1 B1 223
1 B1 225
1 B1a 042
1 B1a 062
1 P-A 002
2 P-A 005
2 P-A 007

# dc56fd39
Energy: Fighting
1 A1 225
1 A2 150
1 A2b 071
2 A3a 060
2 A3a 061
2 A3a 067
2 A4 156
1 B1 225
2 B1a 042
1 B1a 062
1 P-A 002
2 P-A 005
2 P-A 007

# ec58b09b
Energy: Fighting
1 A1 225
1 A2 150
1 A2b 066
2 A3a 060
2 A3a 061
2 A3a 067
2 A4 066
2 A4 156
1 B1 225
1 B1 226
2 B1a 042
1 P-A 005
2 P-A 007
