# 08aa25f9
Energy: Metal
2 A1 181
2 A1 182
1 A1 203
2 A1 223
1 A1 225
2 A1a 056
1 A1a 060
2 A1a 068
2 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007

# 1d87ed80
Energy: Metal
2 A1 181
2 A1 182
1 A1 203
2 A1 223
1 A1 225
2 A1a 056
2 A1a 068
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 21e6b8e9
Energy: Metal
2 A1 181
2 A1 182
1 A1 196
1 A1 198
1 A1 223
1 A1 225
2 A1a 056
2 A1a 068
2 P-A 001
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 23d22b63
Energy: Metal
1 A1 179
1 A1 180
2 A1 181
2 A1 182
1 A1 223
2 A1 225
2 A1a 056
2 A1a 068
2 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007

# 949b4a22
Energy: Metal
2 A1 181
2 A1 182
1 A1 223
2 A1 225
2 A1a 056
2 A1a 068
2 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 96a9ba26
Energy: Metal
2 A1 181
2 A1 182
1 A1 223
2 A1 225
2 A1a 056
1 A1a 060
2 A1a 068
2 P-A 001
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# bfd767fa
Energy: Metal
2 A1 181
2 A1 182
2 A1 223
1 A1 225
2 A1a 056
2 A1a 068
2 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# c0966a18
Energy: Metal
2 A1 181
2 A1 182
1 A1 225
2 A1a 056
1 A1a 068
1 A2 111
1 A2 147
2 A2 148
1 A2 150
1 A2a 075
2 P-A 001
2 P-A 005
2 P-A 007

# c241ceb9
Energy: Metal
1 A1 178
2 A1 181
2 A1 182
1 A1 198
1 A1 223
2 A1 225
2 A1a 056
1 A1a 068
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# dab1bfb7
Energy: Metal
2 A1 181
2 A1 182
1 A1 203
1 A1 223
1 A1 225
2 A1a 056
2 A1a 068
2 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# e0a22d2c
Energy: Metal
2 A1 181
2 A1 182
2 A1 223
2 A1 225
2 A1a 056
2 A1a 068
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007
