# 07e3a865
Energy: Fighting
1 A1 225
1 A2 150
2 A2b 066
2 A4a 059
2 B1 225
1 B1 226
2 B1a 042
2 B2b 040
1 B3 149
1 B3 154
2 P-A 002
1 P-A 005
2 P-A 007

# 23df4713
Energy: Fighting
1 A1 225
1 A2 150
1 A2b 070
1 A4 156
2 A4a 059
1 B1 225
2 B1a 042
2 B1a 062
2 B2b 040
1 B3 149
1 B3 154
1 P-A 002
2 P-A 005
2 P-A 007

# 25543e34
Energy: Fighting
1 A1 225
1 A2 150
2 A4a 059
2 B1 225
1 B1 226
2 B1a 042
2 B1a 062
2 B2b 040
1 B3 149
1 B3 154
2 P-A 002
1 P-A 005
2 P-A 007

# d59372b7
Energy: Fighting
1 A1 225
1 A1a 068
1 A2 150
2 A2b 066
1 A2b 070
2 A4 156
2 A4a 059
1 B1 226
2 B1a 042
2 B2b 040
1 P-A 002
2 P-A 005
2 P-A 007
