# 3cef9b8c
Energy: Fire
1 A1 225
2 A2 148
1 A2 150
2 A3 037
2 A3 150
2 A3a 060
2 A3a 061
2 A3a 067
2 B1 225
2 P-A 005
2 P-A 007

# 542ff1d5
Energy: Fire
2 A1 223
1 A1 225
1 A1a 068
2 A3 037
2 A3 150
1 A3a 009
2 A3a 060
2 A3a 061
2 A3a 067
1 A3a 069
2 P-A 005
2 P-A 007

# 61a508e3
Energy: Fire
1 A1 225
1 A1a 068
1 A2 146
1 A2b 071
2 A3 037
2 A3 150
1 A3a 009
2 A3a 060
2 A3a 061
2 A3a 067
1 A3a 069
2 P-A 005
2 P-A 007

# a4f42cc9
Energy: Fire
1 A1 223
1 A1 225
1 A2 148
1 A2 155
2 A3 037
2 A3 150
1 A3a 009
2 A3a 060
2 A3a 061
2 A3a 067
1 A3a 069
2 P-A 005
2 P-A 007

# aa3cf2e7
Energy: Fire
1 A1 225
1 A2 148
1 A2 154
1 A2 155
2 A3 037
2 A3 150
1 A3a 009
2 A3a 060
2 A3a 061
2 A3a 067
1 A3a 069
2 P-A 005
2 P-A 007

# aa3d8227
Energy: Fire
1 A1 223
1 A1 225
1 A1a 068
1 A2 146
2 A3 037
2 A3 150
1 A3a 009
2 A3a 060
2 A3a 061
2 A3a 067
1 A3a 069
2 P-A 005
2 P-A 007

# b46ed6fd
Energy: Fire
1 A1 225
1 A2 147
1 A2 150
1 A2b 071
2 A3 037
2 A3 150
1 A3 151
1 A3a 009
2 A3a 060
2 A3a 061
2 A3a 067
1 A3a 069
1 P-A 005
2 P-A 007

# d036949e
Energy: Fire
2 A1 223
2 A1a 068
2 A3 037
2 A3 150
1 A3a 009
2 A3a 060
2 A3a 061
2 A3a 067
1 A3a 069
2 P-A 005
2 P-A 007

# da623557
Energy: Fire
1 A1 225
1 A1a 068
1 A2 146
1 A2 150
2 A3 037
2 A3 150
1 A3a 009
2 A3a 060
2 A3a 061
2 A3a 067
1 A3a 069
2 P-A 005
2 P-A 007
