# 14394e89
Energy: Darkness
1 A1 225
1 A2 110
1 A2b 070
2 A3 146
1 A3a 042
1 A4 120
2 B1 225
1 B2 145
1 B2b 069
1 B3 115
1 B3 148
1 B3b 041
1 B3b 064
2 P-A 005
1 P-A 006
2 P-A 007

# 155410bd
Energy: Darkness
1 A1 225
1 A2 110
1 A2 147
1 A2 148
1 A2 150
1 A2b 070
2 A3 066
2 A4 066
1 B1 225
1 B2 154
1 B3 147
1 B3b 041
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 18b6ec64
Energy: Darkness
2 A1 225
1 A2 110
1 A2 150
1 A2b 070
1 A3 066
2 A3 146
2 A3a 042
2 A4 066
1 B1 225
1 B3 147
1 B3b 041
1 B3b 064
2 P-A 005
2 P-A 007

# 1bccf61b
Energy: Darkness
1 A1 225
1 A2 110
1 A2 150
1 A2b 070
2 A3 146
2 A3a 042
2 A4 032
2 B1 225
1 B2 154
1 B3 147
1 B3b 041
1 P-A 002
2 P-A 005
2 P-A 007

# 2089c378
Energy: Darkness
1 A2 110
1 A2 147
2 A2 148
1 A2 150
1 A2b 070
2 A3 066
2 A4 066
2 B1 225
2 B2 145
1 B3 155
1 B3b 041
2 P-A 005
2 P-A 007

# 2b4629f6
Energy: Darkness
1 A1 225
1 A2 110
1 A2 147
1 A2 148
1 A2b 070
2 A3 066
2 A4 066
1 B1 225
1 B2 147
1 B3 147
1 B3b 041
1 B3b 064
1 B3b 069
1 P-A 002
2 P-A 005
2 P-A 007

# 2d2e15e4
Energy: Darkness
1 A2 110
2 A2 148
1 A2 150
1 A2b 070
2 A3 066
2 A4 066
1 A4 151
2 B1 225
1 B2 154
1 B3 147
1 B3b 041
1 B3b 064
2 P-A 005
2 P-A 007

# 3203a3d0
Energy: Darkness
1 A1 225
1 A2 110
1 A2 150
1 A2b 070
1 A3 066
2 A3 146
2 A3a 042
2 A4 066
2 B1 225
1 B2 154
1 B3b 041
1 P-A 002
2 P-A 005
2 P-A 007

# 3ed21081
Energy: Darkness
