# 018893ac
Energy: Lightning
1 A1 096
2 A1 104
2 A1 105
2 A1 106
2 A1 112
1 A1 223
1 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 15aa00cb
Energy: Lightning
1 A1 096
2 A1 104
2 A1 105
2 A1 106
1 A1 223
2 A1 225
1 A1a 027
1 A1a 030
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 1eead718
Energy: Lightning
1 A1 096
2 A1 104
2 A1 105
2 A1 106
1 A1 112
1 A1 223
2 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 2be1b6ae
Energy: Lightning
1 A1 096
2 A1 104
2 A1 105
2 A1 106
1 A1 112
2 A1 223
1 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 2d438454
Energy: Lightning
2 A1 104
2 A1 105
2 A1 106
2 A1 110
2 A1 111
1 A1 223
2 A1 225
1 P-A 001
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 376afeac
Energy: Lightning
1 A1 096
1 A1 102
2 A1 104
2 A1 105
2 A1 106
1 A1 206
1 A1 223
2 A1 225
1 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 4a658953
Energy: Lightning
1 A1 096
2 A1 104
2 A1 105
2 A1 106
2 A1 112
1 A1 223
2 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 4e8b83be
Energy: Lightning
1 A1 096
2 A1 104
2 A1 105
2 A1 106
1 A1 223
2 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 006
2 P-A 007

# 566d4832
Energy: Lightning
2 A1 097
1 A1 098
2 A1 104
2 A1 105
2 A1 106
2 A1 223
1 A1 225
2 P-A 001
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 6da97578
Energy: Lightning
1 A1 096
1 A1 103
2 A1 104
2 A1 105
2 A1 106
2 A1 223
2 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 73451116
Energy: Lightning
1 A1 096
1 A1 099
1 A1 100
2 A1 104
2 A1 105
2 A1 106
1 A1 223
2 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 74261f29
Energy: Lightning
2 A1 101
1 A1 102
2 A1 104
2 A1 105
2 A1 106
2 A1 198
1 A1 206
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 8b2bb004
Energy: Lightning
1 A1 096
1 A1 099
1 A1 100
2 A1 104
2 A1 105
2 A1 106
1 A1 112
1 A1 223
2 A1 225
2 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007

# bedf5924
Energy: Lightning
1 A1 096
2 A1 104
2 A1 105
2 A1 106
2 A1 112
2 A1 223
1 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# c4f9cd75
Energy: Lightning
1 A1 096
2 A1 104
2 A1 105
2 A1 106
1 A1 223
2 A1 225
2 A1a 028
2 A1a 029
2 P-A 002
2 P-A 005
2 P-A 007

# c69a2819
Energy: Lightning
1 A1 096
2 A1 104
2 A1 105
2 A1 106
2 A1 223
2 A1 225
2 A1a 030
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# dae636ba
Energy: Lightning
1 A1 102
2 A1 104
2 A1 105
2 A1 106
1 A1 203
2 A1 223
2 A1 225
1 A1a 061
1 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# e45a585c
Energy: Lightning
1 A1 096
1 A1 099
1 A1 100
2 A1 104
2 A1 105
2 A1 106
1 A1 223
2 A1 225
2 P-A 001
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# ea011837
Energy: Lightning
2 A1 104
2 A1 105
2 A1 106
1 A1 225
1 A1a 027
1 A1a 030
2 A2 147
2 A2 150
1 A2 154
1 A2a 069
1 P-A 002
2 P-A 005
2 P-A 007
