# 023456fb
Energy: Psychic
1 A1 225
1 A2 150
2 A3 144
2 B2 063
1 B2 064
2 B2 066
2 B2 070
1 B2 073
1 B2 145
2 B2 149
2 B2 155
1 P-A 005
2 P-A 007

# 046fb555
Energy: Psychic
1 A2 150
1 A3 144
2 B2 063
1 B2 064
2 B2 066
2 B2 070
1 B2 073
2 B2 145
2 B2 149
2 B2 155
2 P-A 005
2 P-A 007

# 053a8d45
Energy: Psychic
1 A1 132
1 A1 225
1 A2 150
1 A2b 070
2 A3 144
1 A3 155
1 B1 223
1 B1 225
2 B2 063
1 B2 066
2 B2 070
1 B2 073
1 B2 155
1 B3a 026
1 P-A 005
2 P-A 007

# 0e861e7d
Energy: Psychic
1 A2 150
1 A3 144
1 B1 106
2 B2 063
1 B2 064
2 B2 066
2 B2 070
2 B2 073
1 B2 147
2 B2 149
1 B2 155
2 P-A 005
2 P-A 007

# 16940b1c
Energy: Psychic
1 A1 132
1 A1 225
2 A2 068
1 A2 150
2 A2b 070
2 A3 144
1 B1 225
1 B2 066
2 B2 070
1 B2 073
1 B2 155
1 B3a 026
2 P-A 005
2 P-A 007

# 1db9e0d0
Energy: Psychic
1 A2 150
2 A3 144
1 B1 225
2 B2 063
1 B2 064
1 B2 066
2 B2 067
1 B2 069
1 B2 070
1 B2 073
2 B2 149
1 B2 155
2 P-A 005
2 P-A 007

# 1edac519
Energy: Psychic
1 A2 150
1 A2b 035
2 A3 144
2 B1 225
2 B2 063
2 B2 066
2 B2 073
2 B2 149
2 B2 155
2 P-A 005
2 P-A 007

# 69ae5ce4
Energy: Psychic
1 A2 150
2 A3 144
1 B1 225
2 B2 063
1 B2 064
2 B2 066
2 B2 070
1 B2 073
1 B2 145
2 B2 149
1 B2 155
2 P-A 005
2 P-A 007

# aa6989b5
Energy: Psychic
1 A2 148
1 A2 150
2 A3 144
1 B1 225
2 B2 063
2 B2 066
1 B2 070
2 B2 073
2 B2 149
2 B2 155
2 P-A 005
2 P-A 007

# b8b76c99
Energy: Psychic
1 A2 079
1 A2 150
1 A2 155
2 A3 144
1 B1 121
1 B1 225
2 B2 063
2 B2 066
2 B2 073
2 B2 149
1 B2 155
2 P-A 005
2 P-A 007

# c4d829b0
Energy: Psychic
2 A2 068
1 A2 150
2 A3 144
1 A3 151
1 B2 064
2 B2 066
2 B2 070
1 B2 073
1 B2 145
2 B2 149
2 B2 155
1 P-A 005
2 P-A 007

# c69ee441
Energy: Psychic
2 A2 068
1 A2 148
1 A2 150
1 A2 155
2 A3 144
2 B2 066
2 B2 070
2 B2 073
1 B2 145
1 B2 149
1 B2 155
2 P-A 005
2 P-A 007

# d9d3466d
Energy: Psychic
1 A2 150
1 A2 155
2 A3 144
2 B1 225
2 B2 063
2 B2 066
2 B2 073
2 B2 155
1 B3a 071
1 B3b 032
2 P-A 005
2 P-A 007

# fbc8363b
Energy: Psychic
1 A1 132
1 A1 225
1 A2 150
1 A2b 070
2 A3 144
1 A3 155
1 B1 223
1 B1 225
2 B2 063
1 B2 066
2 B2 070
1 B2 073
1 B2 155
1 B3a 026
1 P-A 002
2 P-A 007
