# 03afa786
Energy: Water
2 A1 078
2 A1 220
2 A1a 017
2 A1a 019
2 A1a 061
1 A1a 068
2 A2 050
2 A2 148
1 A2 150
2 P-A 005
2 P-A 007

# 0c38c69a
Energy: Water
2 A1 078
2 A1 083
2 A1 220
2 A1a 017
2 A1a 019
2 A1a 061
2 A1a 068
2 P-A 002
2 P-A 005
2 P-A 007

# 16289686
Energy: Water
2 A1 077
2 A1 078
1 A1 079
1 A1 083
2 A1 206
2 A1 220
2 A1 225
2 A1a 019
1 A1a 068
2 P-A 001
1 P-A 006
2 P-A 007

# 29919087
Energy: Water
2 A1 078
1 A1 079
1 A1 206
1 A1 220
1 A1 225
2 A1a 017
2 A1a 019
2 A2 050
1 A2 146
2 A2 147
1 A2a 072
2 P-A 005
2 P-A 007

# 303fd2d6
Energy: Water
2 A1 077
2 A1 078
1 A1 206
2 A1 220
1 A1 225
1 A1a 019
1 A2 050
1 A2 146
2 A2 147
1 A2 150
2 A2a 072
2 P-A 005
2 P-A 007

# 312755f4
Energy: Water
2 A1 078
1 A1 079
1 A1 083
2 A1 220
2 A1 225
2 A1a 017
2 A1a 019
2 A1a 061
2 A1a 068
2 P-A 005
2 P-A 007

# 34f353d1
Energy: Water
2 A1 077
2 A1 078
1 A1 079
2 A1 220
1 A1 225
2 A1a 019
2 A1a 061
2 A1a 068
2 P-A 002
2 P-A 005
2 P-A 007

# 3538f2c8
Energy: Water
2 A1 078
2 A1 206
1 A1 220
1 A1 223
2 A1a 017
2 A1a 019
1 A1a 068
1 A2 046
2 A2 050
1 A2 150
1 A2 154
2 P-A 005
2 P-A 007

# 3d8c37a3
Energy: Water
2 A1 077
2 A1 078
1 A1 079
2 A1 220
2 A1a 019
2 A1a 061
1 A2 050
2 A2a 072
2 P-A 002
2 P-A 005
2 P-A 007

# 4302bcc6
Energy: Water
2 A1 078
2 A1 220
2 A1 225
2 A1a 017
2 A1a 019
1 A1a 061
2 A1a 068
1 A2 050
1 A2 147
1 A2 154
2 P-A 001
2 P-A 007

# 47e28ddd
Energy: Water
1 A1 077
2 A1 078
1 A1 220
1 A1a 017
1 A1a 019
1 A1a 061
1 A1a 068
2 A2 050
1 A2 147
1 A2 148
1 A2b 070
1 A2b 072
2 P-A 001
2 P-A 005
2 P-A 007

# 49dc9a66
Energy: Water
2 A1 078
1 A1 079
1 A1 091
2 A1 220
1 A1 225
2 A1a 017
2 A1a 019
2 A1a 061
1 A1a 068
2 P-A 002
2 P-A 005
2 P-A 007

# 4a3040d8
Energy: Water
2 A1 078
2 A1 206
1 A1 220
2 A1a 017
1 A1a 019
1 A1a 020
1 A1a 021
1 A2 046
2 A2 050
1 A2 146
1 A2 147
1 P-A 002
2 P-A 005
2 P-A 007

# 5b640817
Energy: Water
2 A1 078
2 A1 220
2 A1 225
2 A1a 017
2 A1a 019
2 A1a 020
2 A1a 021
2 A1a 061
2 P-A 005
2 P-A 007

# 5e3ba619
Energy: Water
2 A1 078
1 A1 225
2 A1a 017
2 A1a 019
2 A1a 061
2 A2 050
1 A2 147
1 A2 150
2 A2a 072
1 P-A 002
2 P-A 005
2 P-A 007

# 6921a10e
Energy: Water
2 A1 077
2 A1 078
1 A1 079
1 A1 220
2 A1a 019
2 A1a 061
2 A1a 068
1 A2 050
1 A2 147
1 A2 150
1 A2b 072
2 P-A 005
2 P-A 007

# 6b6622fa
Energy: Water
2 A1 078
1 A1 206
1 A1 225
2 A1a 017
2 A1a 019
1 A1a 061
2 A2 050
1 A2 146
1 A2 148
2 A2a 072
1 A2b 069
2 P-A 005
2 P-A 007

# 6d1bf5d9
Energy: Water
2 A1 078
1 A1 079
2 A1 220
2 A1a 017
2 A1a 019
2 A1a 061
1 A1a 068
1 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 899a226b
Energy: Water
2 A1 078
1 A1 206
2 A1a 017
1 A1a 019
1 A2 050
1 A2 148
1 A2 150
1 A2 155
1 A4 070
1 A4 157
1 A4a 023
1 B1 225
2 B1 226
1 B2 145
1 P-A 005
2 P-A 007

# 92a0156a
Energy: Water
2 A1 078
1 A1 079
2 A1 220
1 A1 223
1 A1 225
2 A1a 017
2 A1a 019
2 A1a 061
1 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# a0409edf
Energy: Water
2 A1 078
1 A1 205
2 A1 206
1 A1 225
2 A1a 017
1 A1a 019
1 A2 046
2 A2 050
2 A2 147
1 A2a 072
1 P-A 002
2 P-A 005
2 P-A 007

# acc9c2e9
Energy: Water
2 A1 078
2 A1 220
2 A1 225
2 A1a 017
2 A1a 019
2 A1a 061
2 A1a 068
2 P-A 001
2 P-A 005
2 P-A 007

# b6d3a246
Energy: Water
2 A1 078
2 A1 206
1 A1 220
2 A1a 017
1 A1a 019
1 A2 046
2 A2 050
1 A2 146
1 A2 147
2 A2a 072
1 P-A 002
2 P-A 005
2 P-A 007

# c73ea621
Energy: Water
2 A1 078
2 A1 220
1 A1 225
2 A1a 017
2 A1a 019
2 A1a 061
2 A2 050
1 A2 148
1 A2 150
1 A2a 072
2 P-A 005
2 P-A 007

# d484307a
Energy: Water
2 A1 078
2 A1 206
2 A1 220
1 A1 225
2 A1a 017
2 A1a 019
2 A2 050
1 A2 146
2 A2a 072
2 P-A 005
2 P-A 007

# d4b42287
Energy: Water
2 A1 078
2 A1 220
1 A1 225
2 A1a 017
1 A1a 019
1 A1a 061
2 A2 050
1 A2 150
2 A2a 072
1 A2b 069
2 P-A 005
2 P-A 007
1 P-A 030

# d5b2a882
Energy: Water
2 A1 078
1 A1 079
2 A1 083
2 A1 220
2 A1a 017
2 A1a 019
2 A1a 061
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# d82b57d1
Energy: Water
2 A1 078
1 A1 079
1 A1 083
2 A1 220
1 A1 223
1 A1 225
2 A1a 017
2 A1a 019
2 A1a 061
1 A1a 068
1 P-A 002
2 P-A 005
2 P-A 007

# d98f1c22
Energy: Water
2 A1 078
2 A1 206
1 A1 220
1 A1 225
2 A1a 017
2 A1a 019
1 A1a 068
2 A2 050
1 A2 147
1 A2 150
1 A2a 072
2 P-A 005
2 P-A 007

# ef053d09
Energy: Water
2 A1 078
2 A1 220
1 A1 225
2 A1a 017
1 A1a 019
1 A1a 056
1 A1a 060
1 A1a 061
1 A1a 068
1 A2 148
1 A2 150
2 A2a 072
2 P-A 005
2 P-A 007

# f1c06522
Energy: Water
2 A1 078
1 A1 083
2 A1 220
2 A1 225
2 A1a 017
2 A1a 019
2 A1a 068
2 P-A 005
1 P-A 006
2 P-A 007
2 P-A 030

# f76e2eab
Energy: Water
1 A1 078
1 A1 079
2 A1 220
1 A1 225
1 A1a 017
1 A1a 019
