# 0504f629
Energy: Lightning
1 A1 102
2 A1 107
2 A1 108
2 A1 109
1 A1 203
1 A1 225
1 A1a 061
2 A1a 068
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 190f5ec1
Energy: Lightning
2 A1 102
2 A1 107
2 A1 108
2 A1 109
1 A1 223
2 A1 225
1 A1a 030
2 A1a 061
2 A1a 068
2 P-A 005
2 P-A 007

# 878e7c6d
Energy: Lightning
2 A1 102
2 A1 103
2 A1 107
2 A1 108
2 A1 109
2 A1 110
2 A1 111
2 A1 112
2 A1 201
2 A1 206

# 94904f33
Energy: Lightning
2 A1 102
2 A1 107
2 A1 108
2 A1 109
1 A1 223
1 A1 225
2 A1a 061
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# d2d0ec76
Energy: Lightning
2 A1 102
2 A1 107
2 A1 108
2 A1 109
1 A1 223
1 A1 225
1 A1a 030
2 A1a 061
1 P-A 001
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# d907e15c
Energy: Lightning
2 A1 102
2 A1 107
2 A1 108
2 A1 109
1 A1 223
2 A1 225
2 A1a 061
1 A1a 068
2 P-A 001
2 P-A 005
2 P-A 007
