# 12d3a8a4
Energy: Darkness
2 A1a 068
2 A2 110
1 A2 148
1 A2 150
1 A2 155
2 A2b 070
1 A2b 071
1 A2b 072
2 A3a 043
1 A3a 064
2 A3a 069
2 P-A 005
2 P-A 007

# 1d2db29d
Energy: Darkness
1 A2 110
1 A2 150
1 A2b 070
2 A3 146
1 A3 151
2 A3a 042
1 A3a 043
1 A3a 064
2 A3a 069
1 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 4ac2c990
Energy: Darkness
1 A1 225
1 A2 110
1 A2 147
1 A2 148
1 A2 150
1 A2 155
2 A2b 070
1 A2b 071
2 A3 146
2 A3a 042
1 A3a 043
1 A3a 062
1 A3a 069
2 P-A 005
2 P-A 007

# 51bdcb1b
Energy: Darkness
2 A2 110
1 A2 147
1 A2 150
1 A2 155
1 A2b 070
2 A3 146
1 A3 151
2 A3a 042
2 A3a 043
2 A3a 069
2 P-A 005
1 P-A 006
2 P-A 007

# 5a012409
Energy: Darkness
1 A1a 068
2 A2 110
1 A2 155
1 A2b 070
1 A2b 071
2 A2b 072
2 A3 146
1 A3 151
2 A3a 042
1 A3a 043
1 A3a 069
2 P-A 005
1 P-A 006
2 P-A 007

# 5c271a38
Energy: Darkness
1 A1a 068
2 A2 110
2 A2 147
1 A2 150
2 A2 154
1 A2b 069
1 A2b 070
1 A2b 071
1 A3 151
2 A3a 043
1 A3a 069
1 P-A 001
2 P-A 005
2 P-A 007

# 89adb6a5
Energy: Darkness
1 A1 225
2 A2 110
1 A2 150
1 A2 155
2 A3 146
2 A3a 042
2 A3a 043
2 A3a 062
2 A3a 069
2 P-A 005
1 P-A 006
2 P-A 007

# 9b36fedf
Energy: Darkness
1 A1 225
1 A1a 068
2 A2 110
2 A2 147
2 A2 150
1 A2b 049
1 A3 151
2 A3a 043
1 A3a 064
2 A3a 069
2 P-A 005
1 P-A 006
2 P-A 007

# 9e95ef33
Energy: Darkness
1 A1 225
1 A2 104
1 A2 110
2 A2 150
2 A3 146
2 A3a 042
1 A3a 043
1 A3a 069
1 A4 120
1 B1 161
1 B1 162
2 B1 225
1 P-A 002
1 P-A 005
2 P-A 007

# 9eeb4e01
Energy: Darkness
1 A1a 068
2 A2 110
1 A2 146
1 A2b 070
1 A2b 072
2 A3 146
1 A3 151
2 A3a 042
2 A3a 043
2 A3a 069
2 P-A 005
1 P-A 006
2 P-A 007

# a19ffb0c
Energy: Darkness
2 A2 110
1 A2 147
2 A2 148
1 A2 150
1 A2 155
2 A2b 070
1 A2b 071
1 A3 151
2 A3a 043
1 A3a 064
2 A3a 069
2 P-A 005
2 P-A 007

# a62fbdb9
Energy: Darkness
2 A1 087
2 A1 088
2 A1 089
1 A1a 068
2 A2 110
1 A2 147
1 A2 148
1 A3 144
2 A3a 043
2 P-A 001
2 P-A 005
2 P-A 007

# bcff8a2f
Energy: Darkness
2 A2 110
1 A2 150
1 A2 155
1 A2b 070
2 A2b 072
2 A3 146
1 A3 151
2 A3a 043
1 A3a 064
1 A3a 069
2 P-A 005
2 P-A 006
2 P-A 007

# d2f1b8e7
Energy: Darkness
1 A1 225
1 A2 110
1 A2 150
2 A3 146
2 A3a 042
1 A3a 043
1 A3a 044
1 A3a 045
2 A3a 069
1 B1 225
2 B2 145
1 B2 154
2 P-A 005
2 P-A 007

# d958909d
Energy: Darkness
1 A1 225
2 A2 110
1 A2 146
1 A2 147
2 A2 148
1 A2 150
1 A2b 070
1 A2b 071
2 A3a 043
1 A3a 062
2 A3a 069
2 P-A 005
1 P-A 006
2 P-A 007

# de8498f3
Energy: Darkness
1 A1 176
1 A1 177
1 A1 222
1 A2 110
1 A2 147
1 A2 148
1 A2 150
1 A2b 069
1 A2b 071
1 A2b 072
1 A3 146
1 A3 151
1 A3a 042
1 A3a 043
1 A3a 044
1 A3a 045
1 A3a 064
1 P-A 001
1 P-A 005
1 P-A 007

# f39329fd
Energy: Darkness
1 A1 225
1 A1a 068
2 A2 110
1 A2 150
1 A2 155
1 A2b 070
2 A3 146
1 A3 151
1 A3a 042
2 A3a 043
2 A3a 069
2 P-A 005
1 P-A 006
2 P-A 007

# fc058f37
Energy: Darkness
1 A1 176
1 A1 177
1 A1 225
1 A1a 068
1 A2 110
1 A2b 069
2 A3 146
2 A3a 042
1 A3a 043
1 A3a 044
1 A3a 045
1 A3a 062
2 A3a 069
2 P-A 005
2 P-A 007
