# 16fba95b
Energy: Darkness
1 A1 225
1 A2 110
1 A2 147
2 A2 148
1 A2 150
1 A2b 047
1 A2b 048
2 A2b 070
1 A2b 071
1 A3 144
1 A3 155
1 A4 120
1 B1 151
1 B1 161
1 B1 162
1 P-A 001
1 P-A 005
1 P-A 007

# 6bf71b43
Energy: Darkness
1 A1 225
1 A2 150
1 A2 154
1 A2b 047
1 A2b 048
1 A2b 069
2 A3 146
2 A3a 042
1 A3a 064
1 A3a 069
1 A4 157
1 B1 151
1 B1 225
1 P-A 002
2 P-A 005
2 P-A 007

# f9524d6e
Energy: Darkness
1 A2 110
1 A2 148
1 A2 155
2 A2b 047
2 A2b 048
1 A2b 072
1 A3 142
1 A3a 042
1 A3a 064
1 B1 151
2 B1 225
1 B1a 055
1 B1a 069
1 B2a 091
1 P-A 005
2 P-A 007
