# 00e13f5b
Energy: Fighting
2 A1 143
2 A1 144
2 A1 146
1 A1 154
2 A1 223
1 A1 225
2 A1a 047
2 A1a 068
2 P-A 002
2 P-A 005
2 P-A 007

# 0a5a41c4
Energy: Fighting
2 A1 143
2 A1 144
2 A1 146
2 A1 223
1 A1 225
2 A1a 047
1 A1a 056
1 A1a 068
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 0b21246a
Energy: Fighting
2 A1 143
2 A1 144
2 A1 146
1 A1 154
2 A1 223
2 A1 225
2 A1a 047
2 A1a 068
1 P-A 001
2 P-A 005
2 P-A 007

# 107a1e20
Energy: Fighting
2 A1 143
2 A1 144
2 A1 146
2 A1a 047
1 A1a 068
2 A2 146
1 A2 147
1 A2 148
2 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007

# 1300c792
Energy: Fighting
2 A1 143
2 A1 144
2 A1 146
1 A1 154
2 A1 223
1 A1 225
2 A1a 047
2 A1a 068
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 38c0f134
Energy: Fighting
2 A1 143
2 A1 144
2 A1 146
1 A1 154
1 A1 198
2 A1 223
2 A1 225
2 A1a 047
2 A1a 068
2 P-A 005
2 P-A 007

# 3ebd7b03
Energy: Fighting
2 A1 143
2 A1 144
2 A1 146
1 A1 155
1 A1 223
2 A1 225
2 A1a 047
2 P-A 001
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 51d9edda
Energy: Fighting
2 A1 143
2 A1 144
2 A1 146
1 A1 154
1 A1 223
1 A1 225
2 A1a 047
1 A1a 068
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 7a19caca
Energy: Fighting
2 A1 143
2 A1 144
2 A1 146
1 A1 223
1 A1 225
2 A1a 047
2 A1a 068
1 A2 150
2 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007

# 7d80bcc0
Energy: Fighting
2 A1 143
2 A1 144
2 A1 146
1 A1 154
1 A1 223
2 A1 225
2 A1a 047
1 A1a 068
1 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# a37dc0ea
Energy: Fighting
2 A1 143
2 A1 144
2 A1 146
1 A1 155
1 A1 223
2 A1 225
2 A1a 047
2 A1a 068
1 P-A 001
2 P-A 005
1 P-A 006
2 P-A 007

# a79c1b7d
Energy: Fighting
2 A1 143
2 A1 144
2 A1 146
1 A1 154
1 A1 223
1 A1 225
2 A1a 047
2 A1a 068
2 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007

# e5f3ec75
Energy: Fighting
2 A1 143
2 A1 144
2 A1 146
1 A1 154
2 A1 223
2 A1 225
2 A1a 047
1 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# e6650c05
Energy: Fighting
2 A1 143
2 A1 144
2 A1 146
1 A1 154
2 A1 225
2 A1a 047
1 A2 150
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# f0443f87
Energy: Fighting
2 A1 143
2 A1 144
2 A1 146
1 A1 154
1 A1 155
2 A1 223
2 A1 225
2 A1a 047
2 A1a 068
2 P-A 005
2 P-A 007
