# 11da3c79
Energy: Metal
2 A1 124
2 A1 125
2 A1 181
2 A1 182
2 A1 203
2 A1 225
1 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 38d3200d
Energy: Metal
2 A1 124
2 A1 125
2 A1 181
2 A1 182
2 A1 203
1 A1 223
1 A1 225
2 P-A 001
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 3c8f5219
Energy: Metal
2 A1 124
2 A1 125
2 A1 178
2 A1 181
2 A1 182
2 A1 225
2 P-A 001
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 50e91f77
Energy: Metal
2 A1 124
2 A1 125
2 A1 181
2 A1 182
2 A1 198
1 A1 223
1 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 7a319703
Energy: Metal
2 A1 124
2 A1 125
2 A1 178
2 A1 181
2 A1 182
1 A1 223
1 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# fc26bdb8
Energy: Metal
2 A1 124
2 A1 125
2 A1 181
2 A1 182
2 A1 223
2 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007
