# 2686b668
Energy: Fighting
1 A1 225
2 A2 148
1 A2 150
1 A2b 070
1 A4 070
2 B1 225
2 B3 079
2 B3 081
2 B3 086
1 B3 149
1 B3 154
2 P-A 005
2 P-A 007

# 52b4f003
Energy: Fighting
2 A2 148
1 A2 150
1 A2b 070
2 B1 225
2 B2 145
2 B3 079
2 B3 081
2 B3 086
1 B3 149
1 B3 154
2 P-A 005
2 P-A 007

# 5af3507c
Energy: Fighting
1 A1 225
2 A2 091
2 A2 147
1 A2 150
1 B1 225
1 B2 145
1 B2 154
2 B3 081
2 B3 086
1 B3 148
1 B3 149
1 B3 154
2 P-A 005
2 P-A 007

# a20f0ba4
Energy: Fighting
2 A2 148
1 A2 150
1 A2b 070
1 A4 070
2 B1 225
2 B3 079
2 B3 081
2 B3 086
1 B3 149
1 B3 154
1 P-A 002
2 P-A 005
2 P-A 007

# b9194b67
Energy: Fighting
2 A2 091
2 A2 148
1 A2 150
1 A2b 070
2 B1 225
1 B2 145
2 B3 081
2 B3 086
1 B3 149
1 B3 154
1 P-A 002
2 P-A 005
2 P-A 007
