# 1b00e807
Energy: Water
1 A1 053
1 A2 150
2 A3 144
2 A3 155
2 B1 225
1 B1a 018
1 B1a 020
2 B2a 034
1 B2a 035
2 B2a 036
2 B2a 087
1 P-A 005
2 P-A 007

# 8a21f347
Energy: Water
1 A1 053
1 A2 150
2 A3 144
2 A3 155
1 B1a 018
1 B1a 020
2 B2a 034
1 B2a 035
2 B2a 036
2 B2a 087
1 B2a 093
2 P-A 005
2 P-A 007

# 93493e89
Energy: Water
1 A1 053
1 A2 049
1 A2 150
2 A3 144
1 A3 155
1 B1 223
2 B1 225
1 B1a 018
1 B1a 020
2 B2a 034
2 B2a 036
1 B2a 087
2 P-A 005
2 P-A 007

# ba21a871
Energy: Water
1 A1 053
1 A1 225
1 A2 150
2 A3 144
1 A3 151
1 A3 155
1 B1a 018
1 B1a 020
2 B2a 034
1 B2a 035
2 B2a 036
1 B2a 087
1 B2a 093
2 P-A 005
2 P-A 007

# d9861626
Energy: Water
2 A1 053
1 A2 150
2 A3 144
1 B1 225
1 B1a 018
2 B1a 020
2 B2a 034
1 B2a 035
2 B2a 036
1 B2a 087
1 B2a 091
1 B2a 093
1 P-A 005
2 P-A 007
