# 8351d3e3
Energy: Lightning
2 A1 098
1 A1 225
1 A2 150
2 A3b 025
1 B1 109
2 B1 184
1 B1 223
1 B1 225
2 B1 226
2 B1a 024
2 B1a 026
1 B1a 068
2 P-A 007

# b664e22e
Energy: Lightning
2 A1 098
1 A2 150
1 A2b 070
2 A3b 025
2 B1 184
1 B1 225
2 B1a 024
2 B1a 026
1 B1a 068
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# c19a547f
Energy: Lightning
2 A1 098
1 A1 225
1 A2 053
2 A3b 025
2 A3b 066
2 B1 184
1 B1 225
1 B1 226
2 B1a 024
1 B1a 026
2 B1a 068
1 B2a 093
2 P-A 007

# fbc9996a
Energy: Lightning
2 A1 098
1 A2 053
1 A2 150
1 A3a 064
2 A3b 025
1 B1 109
2 B1 184
1 B1 223
1 B1 225
2 B1 226
2 B1a 024
1 B1a 026
1 B1a 068
2 P-A 007
