# 05ced0f7
Energy: Lightning
1 A1 223
1 A1 225
1 A2 146
2 A2 147
1 A2 150
1 A2 155
2 A2a 025
2 A2b 025
2 A3 058
1 A3 066
1 A3 151
1 P-A 002
2 P-A 005
2 P-A 007

# 56fa8578
Energy: Lightning
1 A1 225
2 A2 146
2 A2 154
1 A2 155
1 A2a 025
2 A2b 025
1 A2b 069
2 A3 058
1 A3 066
1 A3 151
2 P-A 002
2 P-A 005
2 P-A 007

# 5fdef3d3
Energy: Lightning
1 A1 225
2 A2 147
1 A2 148
2 A2 150
2 A2a 025
2 A2b 025
2 A3 058
1 A3 066
1 A3 151
2 P-A 002
2 P-A 005
2 P-A 007

# 61da2f7c
Energy: Lightning
1 A1 225
1 A2 146
1 A2 147
1 A2 150
1 A2 154
2 A2a 025
2 A2b 025
1 A2b 071
1 A3 058
2 A3 066
1 A3 151
2 P-A 002
2 P-A 005
2 P-A 007

# 6d35fc59
Energy: Lightning
1 A1 225
2 A2 147
1 A2 148
2 A2 150
2 A2a 025
2 A2b 025
2 A3 058
1 A3 066
1 P-A 002
2 P-A 005
2 P-A 006
2 P-A 007

# 71012398
Energy: Lightning
2 A1 094
1 A1 225
2 A2 147
1 A2 148
2 A2 150
2 A2b 025
2 A3 058
1 A3 066
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 87ad8836
Energy: Lightning
2 A1 094
1 A1 225
1 A2 146
1 A2 147
1 A2 148
1 A2 150
1 A2a 069
2 A2b 025
1 A2b 070
2 A3 058
2 A3 066
1 A3 151
2 P-A 005
2 P-A 007

# 95fc60f9
Energy: Lightning
1 A2 146
1 A2 147
1 A2 150
2 A2a 025
2 A2b 025
1 A2b 069
1 A2b 070
2 A3 058
2 A3 066
1 A3 151
1 P-A 001
2 P-A 005
1 P-A 006
2 P-A 007

# a48297e1
Energy: Lightning
2 A1 094
1 A1 225
1 A2 147
1 A2 148
1 A2 150
1 A2a 069
2 A2b 025
1 A2b 070
1 A2b 071
2 A3 058
2 A3 066
1 A3 151
2 P-A 005
2 P-A 007

# c8c3a061
Energy: Lightning
1 A1 094
1 A1 225
1 A2 146
1 A2 147
1 A2 150
1 A2a 025
2 A2b 025
1 A2b 071
2 A3 058
2 A3 066
1 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# f97bde33
Energy: Lightning
2 A1 094
1 A1 225
2 A2 147
1 A2 150
2 A2b 025
2 A2b 070
1 A2b 071
2 A3 058
1 A3 066
2 A3 151
2 P-A 005
2 P-A 007

# f9875fb6
Energy: Lightning
1 A1 223
1 A1 225
1 A2 147
1 A2 148
1 A2 150
1 A2 154
2 A2b 025
1 A2b 071
1 A3 057
1 A3 058
2 A3 066
1 P-A 001
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007
