# 0fb0e566
Energy: Psychic
1 A2 064
2 A2 065
1 A2 146
1 A2 147
1 A2 150
2 A2 152
2 A3 144
1 A3 155
2 A4 077
2 A4 078
2 P-A 005
1 P-A 006
2 P-A 007

# 14f2c439
Energy: Psychic
1 A1 225
2 A2 063
1 A2 064
2 A2 065
1 A2 146
1 A2 150
2 A2 152
1 A3 077
2 A3 144
1 A3 155
2 A4 077
2 P-A 005
2 P-A 007

# 1af7943f
Energy: Psychic
1 A1 225
2 A2 063
1 A2 064
2 A2 065
2 A2 152
1 A2b 069
2 A3 144
2 A3 155
2 A4 077
2 P-A 005
1 P-A 006
2 P-A 007

# 248d094d
Energy: Psychic
1 A1 225
1 A2 064
2 A2 065
2 A2 152
1 A2b 069
1 A3 077
2 A3 144
2 A3 155
2 A4 077
2 A4 078
2 P-A 005
2 P-A 007

# 31ca9fd2
Energy: Psychic
1 A2 064
2 A2 065
2 A2 147
2 A2 152
2 A3 144
2 A3 155
2 A4 077
2 A4 078
2 P-A 005
1 P-A 006
2 P-A 007

# 423d391c
Energy: Psychic
1 A1 225
2 A2 063
1 A2 064
2 A2 065
1 A2 150
2 A2 152
1 A2 155
2 A3 144
2 A3 155
2 A4 077
2 P-A 005
2 P-A 007

# 52370fb7
Energy: Psychic
1 A1 225
1 A2 064
2 A2 065
1 A2 147
1 A2 150
2 A2 152
1 A2 155
1 A3 084
2 A3 144
2 A4 077
2 A4 078
2 P-A 005
2 P-A 007

# 63f10c17
Energy: Psychic
1 A1 225
1 A2 063
1 A2 064
2 A2 065
2 A2 152
1 A2b 069
1 A3 077
2 A3 144
1 A3 155
2 A4 077
1 A4 078
2 P-A 005
1 P-A 006
2 P-A 007

# 73b85f4b
Energy: Psychic
1 A2 064
2 A2 065
1 A2 147
1 A2 150
2 A2 152
1 A2 155
2 A3 144
2 A3 155
2 A4 077
2 A4 078
2 P-A 005
2 P-A 007

# 756e4e31
Energy: Psychic
1 A1 225
2 A2 063
2 A2 064
2 A2 065
1 A2 150
2 A2 152
1 A2b 069
2 A3 144
1 A3 155
2 A4 077
2 P-A 005
2 P-A 007

# 868c3cd8
Energy: Psychic
1 A1 225
2 A2 063
2 A2 064
2 A2 065
1 A2 147
1 A2 150
2 A2 152
1 A2b 069
2 A3 155
2 A4 077
2 P-A 005
2 P-A 007

# 8712b4b1
Energy: Psychic
2 A2 063
1 A2 064
2 A2 065
2 A2 147
2 A2 152
1 A3 077
2 A3 144
2 A3 155
2 A4 077
2 P-A 005
2 P-A 007

# 8bc7a00f
Energy: Psychic
2 A2 063
1 A2 064
2 A2 065
1 A2 147
2 A2 152
1 A3 080
2 A3 144
1 A3 155
2 A4 077
2 P-A 005
2 P-A 006
2 P-A 007

# 9dc02fa2
Energy: Psychic
1 A1 225
2 A2 065
1 A2 147
1 A2 150
2 A2 152
1 A2b 069
2 A3 144
2 A3 155
2 A4 077
2 A4 078
2 P-A 005
2 P-A 007

# b9490c72
Energy: Psychic
1 A1 225
1 A2 063
1 A2 064
2 A2 065
1 A2 147
2 A2 152
2 A3 144
1 A3 155
2 A4 077
1 A4 078
1 A4 158
2 P-A 005
1 P-A 006
2 P-A 007

# c8323427
Energy: Psychic
1 A1 225
2 A2 063
1 A2 064
2 A2 065
1 A2 150
2 A2 152
1 A2b 069
2 A3 144
2 A3 155
2 A4 077
2 P-A 005
2 P-A 007

# cb9bede6
Energy: Psychic
1 A1 225
1 A2 064
2 A2 065
1 A2 146
1 A2 147
2 A2 152
1 A2 155
2 A3 144
2 A3 155
2 A4 077
2 A4 078
1 P-A 005
2 P-A 007

# cde4f0a0
Energy: Psychic
1 A1 225
1 A2 064
2 A2 065
1 A2 147
2 A2 152
1 A2b 069
2 A3 144
2 A3 155
2 A4 077
2 A4 078
2 P-A 005
2 P-A 007

# cdfcc28b
Energy: Psychic
2 A2 063
1 A2 064
2 A2 065
1 A2 146
1 A2 150
2 A2 152
2 A3 144
2 A3 155
1 A3a 064
2 A4 077
2 P-A 005
2 P-A 007

# d3534cdb
Energy: Psychic
2 A2 063
1 A2 064
2 A2 065
2 A2 152
2 A3 144
1 A3 155
2 A4 077
1 A4 158
1 B1 225
2 P-A 005
2 P-A 006
2 P-A 007

# fb34bbc5
Energy: Psychic
2 A2 063
1 A2 064
2 A2 065
1 A2 146
1 A2 147
1 A2 150
2 A2 152
1 A3 077
2 A3 144
1 A3 155
2 A4 077
2 P-A 005
2 P-A 007

# ff7dc137
Energy: Psychic
1 A2 064
2 A2 065
2 A2 147
2 A2 152
1 A2 155
2 A3 144
2 A3 155
2 A4 077
2 A4 078
2 P-A 005
2 P-A 007
