# 0c4eed7c
Energy: Grass
2 A1 008
1 A1 219
2 A1 225
1 A1a 003
2 A2 146
2 A2 148
2 A2b 002
2 A2b 003
2 A2b 072
2 P-A 005
2 P-A 007

# 1ccc2b93
Energy: Grass
2 A1a 003
1 A2 146
2 A2 147
2 A2 148
2 A2b 001
2 A2b 002
2 A2b 003
2 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006

# 1f265550
Energy: Grass
2 A1 219
1 A1 225
1 A1a 003
2 A2 146
1 A2 150
2 A2b 001
2 A2b 002
2 A2b 003
1 A2b 069
2 A2b 072
2 P-A 005
2 P-A 007

# 1ffe6f67
Energy: Grass
1 A1 010
2 A1a 003
2 A2 017
1 A2 018
1 A2 122
2 A2 123
1 A2a 005
1 A2b 001
2 A2b 002
1 A2b 003
2 A2b 005
2 A2b 006
2 A2b 007

# 2a49ea06
Energy: Grass
2 A1 219
2 A1 225
1 A1a 003
2 A2 147
1 A2 150
1 A2 155
2 A2b 001
2 A2b 002
2 A2b 003
1 A2b 069
2 A2b 072
2 P-A 007

# 678fedcd
Energy: Grass
1 A1a 001
1 A1a 002
1 A1a 003
1 A1a 004
1 A1a 005
1 A1a 006
1 A1a 068
1 A2 146
1 A2 150
1 A2b 001
1 A2b 002
1 A2b 003
1 A2b 005
1 A2b 006
1 A2b 007
1 A2b 070
1 A2b 071
1 P-A 005
2 P-A 007

# 6f144e1e
Energy: Grass
1 A1 029
1 A1 030
1 A1 219
1 A1 225
1 A1a 003
1 A1a 004
1 A1a 006
1 A1a 068
1 A2 148
1 A2b 001
1 A2b 003
1 A2b 070
2 A3 144
1 A3 147
1 A3 155
1 P-A 001
1 P-A 005
2 P-A 007

# 70c97b90
Energy: Grass
1 A1 016
1 A1 219
1 A1a 003
1 A1a 068
1 A2 147
1 A2 148
1 A2 150
1 A2 154
1 A2a 001
1 A2a 071
1 A2b 001
1 A2b 002
1 A2b 003
1 A2b 005
1 A2b 006
1 A2b 007
1 A2b 069
1 A2b 072
1 P-A 002
1 P-A 007

# 7e556104
Energy: Grass
2 A1 219
1 A1 225
2 A1a 003
1 A2 150
2 A2b 001
2 A2b 002
2 A2b 003
1 A2b 069
1 A2b 071
2 A2b 072
2 P-A 005
2 P-A 007

# c81fd86d
Energy: Grass
2 A1 219
1 A1 225
1 A1a 003
1 A2 146
2 A2 147
1 A2 150
1 A2 155
2 A2b 001
2 A2b 002
2 A2b 003
1 A2b 072
2 P-A 005
2 P-A 007

# dad8fab4
Energy: Grass
2 A1 219
1 A1 225
1 A1a 003
1 A2 146
2 A2 147
1 A2 150
2 A2b 001
2 A2b 002
2 A2b 003
2 A2b 072
1 P-A 002
1 P-A 005
2 P-A 007

# deb303cc
Energy: Grass
2 A1 219
1 A1 225
1 A1a 003
1 A2 022
1 A2 146
2 A2 147
2 A2b 001
2 A2b 002
2 A2b 003
2 A2b 072
2 P-A 005
2 P-A 007
