# 0136e1f9
Energy: Fire
1 A1 225
1 A2 146
1 A2 147
1 A2 155
2 A2b 008
1 A2b 009
2 A2b 010
1 A2b 069
1 A2b 070
2 A3 144
1 A3a 060
1 A3a 061
1 A3a 067
2 P-A 005
2 P-A 007

# 015fd05a
Energy: Fire
1 A1 225
1 A1a 068
2 A2b 008
2 A2b 010
1 A2b 069
2 A3 144
1 A3 155
2 A3a 060
2 A3a 061
2 A3a 067
2 P-A 005
2 P-A 007

# 02b0005f
Energy: Fire
1 A1 225
2 A2b 008
1 A2b 009
2 A2b 010
1 A2b 069
2 A3 144
1 A3 155
2 A3a 060
2 A3a 061
2 A3a 067
2 P-A 005
2 P-A 007

# 05aa2224
Energy: Fire
1 A2 146
1 A2 147
2 A2b 008
1 A2b 009
2 A2b 010
1 A2b 069
2 A3 144
1 A3 155
1 A3a 060
1 A3a 061
1 A3a 064
1 A3a 067
2 P-A 005
1 P-A 006
2 P-A 007

# 0782b3ec
Energy: Fire
1 A1 225
1 A2 147
1 A2 154
1 A2 155
2 A2b 008
1 A2b 009
2 A2b 010
2 A3 144
1 A3 155
2 A3a 060
1 A3a 061
1 A3a 067
2 P-A 005
2 P-A 007

# 08abd15c
Energy: Fire
1 A2 146
1 A2 147
1 A2 155
2 A2b 008
1 A2b 009
2 A2b 010
1 A2b 070
2 A3 144
1 A3 155
1 A3a 060
1 A3a 061
1 A3a 064
2 P-A 005
1 P-A 006
2 P-A 007

# 0c54cd43
Energy: Fire
1 A2 146
1 A2 155
2 A2b 008
2 A2b 010
2 A3 144
1 A3 155
2 A3a 060
2 A3a 061
1 A3a 064
2 A3a 067
2 P-A 005
2 P-A 007

# 0ceba8d8
Energy: Fire
1 A2 146
2 A2 147
2 A2b 008
1 A2b 009
2 A2b 010
1 A2b 069
2 A3 144
2 A3 155
1 A3a 060
1 A3a 061
2 P-A 005
1 P-A 006
2 P-A 007

# 0d506e8f
Energy: Fire
1 A1 225
1 A2 155
2 A2b 008
2 A2b 010
1 A2b 069
2 A3 144
1 A3 151
1 A3 155
2 A3a 060
2 A3a 061
1 A3a 067
2 P-A 005
2 P-A 007

# 0e5994f9
Energy: Fire
1 A2 146
1 A2 147
2 A2b 008
1 A2b 009
2 A2b 010
1 A2b 069
1 A2b 070
2 A3 144
1 A3 155
1 A3a 060
1 A3a 061
1 A3a 064
2 P-A 005
1 P-A 006
2 P-A 007

# 1134fafd
Energy: Fire
1 A1 223
1 A2 146
1 A2 155
2 A2b 008
1 A2b 009
2 A2b 010
1 A2b 069
2 A3 144
2 A3a 060
2 A3a 061
2 A3a 067
1 P-A 005
2 P-A 007

# 120e9b75
Energy: Fire
1 A1 225
1 A2 155
2 A2b 008
1 A2b 009
2 A2b 010
1 A2b 069
2 A3 144
1 A3 151
2 A3 155
1 A3a 060
1 A3a 061
1 A3a 067
2 P-A 005
2 P-A 007

# 12c28fd9
Energy: Fire
1 A1 225
1 A2 146
1 A2 155
2 A2b 008
2 A2b 010
1 A2b 069
2 A3 144
1 A3 155
2 A3a 060
2 A3a 061
1 A3a 067
1 P-A 001
1 P-A 005
2 P-A 007

# 132aaf54
Energy: Fire
1 A1 225
1 A2 146
1 A2 155
2 A2b 008
1 A2b 009
2 A2b 010
1 A2b 070
2 A3 144
1 A3 151
1 A3 155
1 A3a 060
1 A3a 061
1 A3a 067
2 P-A 005
2 P-A 007

# 1376238c
Energy: Fire
1 A1 036
1 A1 225
1 A2 146
1 A2 155
2 A2b 008
1 A2b 009
1 A2b 010
2 A3 144
1 A3 155
2 A3a 060
2 A3a 061
1 A3a 067
2 P-A 005
2 P-A 007

# 15a434bf
Energy: Fire
1 A2 155
2 A2b 008
1 A2b 009
2 A2b 010
1 A2b 069
2 A3 144
1 A3 155
2 A3a 060
2 A3a 061
2 A3a 067
2 P-A 005
2 P-A 007

# 18b65e8c
Energy: Fire
2 A1 033
1 A1 223
1 A1 225
1 A2 146
1 A2 155
1 A2b 009
2 A2b 010
2 A3 144
2 A3a 060
2 A3a 061
2 A3a 067
1 P-A 005
2 P-A 007

# 193f8d42
Energy: Fire
2 A1 033
1 A1 225
1 A2 146
1 A2 147
1 A2 155
1 A2b 009
2 A2b 010
1 A2b 069
1 A2b 070
2 A3 144
1 A3 155
