# 2c339668
Energy: Psychic
1 A1a 032
2 A2 147
1 A2 150
2 A2 154
1 A2b 035
1 A2b 070
1 A2b 071
1 A3 146
2 B1 121
2 B1 225
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 57910095
Energy: Psychic
1 A1a 032
2 A2 147
2 A2 150
1 A2b 070
2 A3 066
1 A3 151
2 A4 066
2 B1 121
1 B1 223
1 B1 225
1 P-A 002
2 P-A 005
2 P-A 007

# 6999e7f8
Energy: Lightning, Psychic
1 A1 225
1 A1a 032
2 A2 147
2 A2 150
1 A2b 070
2 A3 066
1 A3 151
2 B1 121
1 B1 225
1 P-A 001
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 817109ce
Energy: Lightning, Psychic
1 A1a 032
2 A2 147
2 A2 150
1 A2 154
1 A2 155
1 A2b 035
1 A2b 070
2 A3 066
1 A3 151
2 B1 121
1 B1 225
1 P-A 001
2 P-A 005
2 P-A 007
