# 615c6051
Energy: Psychic
1 A2 150
1 A2b 070
1 A2b 071
2 A3 146
2 A3a 042
2 B1 102
1 B1 106
2 B1 196
2 B1 225
1 B1 226
1 B1a 065
1 B2 153
1 P-A 005
2 P-A 007

# 875c8a9e
Energy: Psychic
2 A2 150
1 A2b 071
1 A3 084
2 A3 146
2 A3a 042
2 B1 102
1 B1 106
2 B1 196
1 B1 225
1 B2 145
1 B2 153
2 P-A 005
2 P-A 007

# 880956c4
Energy: Psychic
1 A2 150
1 A2 155
1 A2b 071
2 A3 146
2 A3a 042
2 B1 102
1 B1 106
1 B1 109
2 B1 196
2 B1 225
1 B1 226
1 B2 153
1 P-A 005
2 P-A 007

# ef7b9365
Energy: Psychic
2 A2 150
1 A2b 070
1 A2b 071
1 A3 084
2 A3 146
2 A3a 042
2 B1 102
1 B1 106
2 B1 196
1 B1 225
1 B2 153
2 P-A 005
2 P-A 007
