# 3a7fcdaf
Energy: Water
2 A1 206
2 A1 220
1 A2 049
2 A2 146
2 A2 147
1 A2 150
2 A2 154
2 A2a 010
1 A2a 072
1 P-A 002
2 P-A 005
2 P-A 007

# 71a1d457
Energy: Water
2 A1 206
2 A1 220
1 A1 225
2 A2 049
1 A2 146
2 A2 147
1 A2 150
1 A2 155
2 A2a 010
2 A2a 072
2 P-A 005
2 P-A 007

# 8c2abc4a
Energy: Water
1 A1 206
2 A1 220
2 A1 225
2 A1a 068
2 A2 049
2 A2 148
1 A2 150
2 A2a 010
2 A2a 072
2 P-A 005
2 P-A 007

# dde728c1
Energy: Water
2 A1 220
1 A1 225
2 A2 049
2 A2 126
2 A2 147
1 A2 150
2 A2a 010
2 A2a 072
1 A2b 071
1 P-A 002
2 P-A 005
2 P-A 007

# e055aa01
Energy: Water
2 A1 220
1 A1 223
2 A1a 061
1 A1a 068
1 A2 049
1 A2 146
2 A2 147
1 A2 150
1 A2 155
2 A2a 010
2 P-A 001
2 P-A 005
2 P-A 007

# f9123e48
Energy: Water
1 A1 206
2 A1 220
2 A1 225
2 A1a 068
2 A2 049
1 A2 147
1 A2 148
1 A2 150
2 A2a 010
2 A2a 072
2 P-A 005
2 P-A 007
